f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19
28,12,6,4,179,51,18,38,236.629,93,0,1,0,1,0,0,89,170,31
23,12,3,4,179,26,9,30,236.629,93,0,3,0,0,0,0,56,171,19
25,12,3,4,118,10,10,37,236.629,93,0,1,0,0,0,0,83,172,28
25,12,5,4,235,11,14,37,236.629,93,0,3,1,0,0,1,88,172,29
28,12,6,4,179,51,18,38,236.629,93,0,1,0,1,0,0,89,170,31
13,12,3,2,235,20,13,43,236.629,93,0,1,1,1,0,0,106,167,38
14,12,3,2,235,11,14,37,236.629,93,0,3,1,0,0,1,88,172,29
26,12,4,2,260,50,11,36,236.629,93,0,1,4,1,0,0,65,168,23
28,12,2,2,157,27,6,29,236.629,93,0,1,0,1,1,0,75,185,22
28,12,2,2,179,51,18,38,236.629,93,0,1,0,1,0,0,89,170,31
19,12,2,2,289,36,13,33,236.629,93,0,1,2,1,0,1,90,172,30
23,1,4,2,225,26,9,28,330.061,100,0,1,1,0,0,2,69,169,24
19,1,2,2,118,10,10,37,330.061,100,0,1,0,0,0,0,83,172,28
23,1,2,2,155,12,14,34,330.061,100,0,1,2,1,0,0,95,196,25
13,1,3,2,235,11,14,37,330.061,100,0,3,1,0,0,1,88,172,29
23,1,3,2,155,12,14,34,330.061,100,0,1,2,1,0,0,95,196,25
26,1,2,2,289,36,13,33,330.061,100,0,1,2,1,0,1,90,172,30
3,1,4,2,291,31,12,40,330.061,100,0,1,1,1,0,1,73,171,25
26,1,2,2,235,20,13,43,330.061,100,0,1,1,1,0,0,106,167,38
26,1,2,2,118,13,18,50,330.061,100,0,1,1,1,0,0,98,178,31
28,1,4,2,179,51,18,38,330.061,100,0,1,0,1,0,0,89,170,31
28,1,6,2,179,51,18,38,330.061,100,0,1,0,1,0,0,89,170,31
28,2,3,2,118,10,10,37,251.818,96,0,1,0,0,0,0,83,172,28
27,2,4,2,179,51,18,38,251.818,96,0,1,0,1,0,0,89,170,31
7,2,4,2,225,26,9,28,251.818,96,0,1,1,0,0,2,69,169,24
22,2,6,2,289,36,13,33,251.818,96,0,1,2,1,0,1,90,172,30
28,2,6,2,260,50,11,36,251.818,96,0,1,4,1,0,0,65,168,23
23,2,6,2,179,51,18,38,251.818,96,0,1,0,1,0,0,89,170,31
27,2,2,2,179,51,18,38,251.818,96,0,1,0,1,0,0,89,170,31
27,2,4,2,179,51,18,38,251.818,96,0,1,0,1,0,0,89,170,31
10,2,5,2,179,51,18,38,251.818,96,0,1,0,1,0,0,89,170,31
26,2,5,2,246,25,16,41,251.818,96,0,1,0,1,0,0,67,170,23
27,2,6,2,179,51,18,38,251.818,96,0,1,0,1,0,0,89,170,31
22,2,2,2,189,29,13,33,251.818,96,0,1,2,0,0,2,69,167,25
27,2,2,2,179,51,18,38,251.818,96,0,1,0,1,0,0,89,170,31
23,2,3,2,246,25,16,41,251.818,96,0,1,0,1,0,0,67,170,23
23,2,3,2,291,31,12,40,251.818,96,0,1,1,1,0,1,73,171,25
11,2,4,2,157,27,6,29,251.818,96,0,1,0,1,1,0,75,185,22
27,2,4,2,179,51,18,38,251.818,96,0,1,0,1,0,0,89,170,31
27,2,6,2,179,51,18,38,251.818,96,0,1,0,1,0,0,89,170,31
10,2,6,2,246,25,16,41,251.818,96,0,1,0,1,0,0,67,170,23
27,2,4,2,179,51,18,38,251.818,96,0,1,0,1,0,0,89,170,31
27,2,6,2,179,51,18,38,251.818,96,0,1,0,1,0,0,89,170,31
18,3,3,2,118,10,10,37,244.387,98,0,1,0,0,0,0,83,172,28
19,3,4,2,246,25,16,41,244.387,98,0,1,0,1,0,0,67,170,23
28,3,6,2,246,25,16,41,244.387,98,0,1,0,1,0,0,67,170,23
28,3,6,2,260,50,11,36,244.387,98,0,1,4,1,0,0,65,168,23
28,3,2,2,179,51,18,38,244.387,98,0,1,0,1,0,0,89,170,31
22,3,2,2,235,11,14,37,244.387,98,0,3,1,0,0,1,88,172,29
22,3,3,2,179,22,17,40,244.387,98,0,2,2,0,1,0,63,170,22
22,3,3,2,378,49,11,36,244.387,98,0,1,2,0,1,4,65,174,21
28,3,2,2,179,51,18,38,244.387,98,0,1,0,1,0,0,89,170,31
22,3,4,2,361,52,3,28,244.387,98,0,1,1,1,0,4,80,172,27
0,3,4,2,369,17,12,31,244.387,98,1,1,3,1,0,0,70,169,25
21,3,5,2,235,11,14,37,244.387,98,0,3,1,0,0,1,88,172,29
23,3,6,3,118,13,18,50,244.387,98,0,1,1,1,0,0,98,178,31
14,3,3,3,118,13,18,50,244.387,98,0,1,1,1,0,0,98,178,31
13,3,4,3,118,13,18,50,244.387,98,0,1,1,1,0,0,98,178,31
0,3,5,3,235,11,14,37,244.387,98,1,3,1,0,0,1,88,172,29
0,3,5,3,246,25,16,41,244.387,98,1,1,0,1,0,0,67,170,23
0,3,5,3,118,13,18,50,244.387,98,1,1,1,1,0,0,98,178,31
28,3,6,3,179,51,18,38,244.387,98,0,1,0,1,0,0,89,170,31
22,3,6,3,289,36,13,33,244.387,98,0,1,2,1,0,1,90,172,30
19,3,2,3,260,50,11,36,244.387,98,0,1,4,1,0,0,65,168,23
28,3,3,3,246,25,16,41,244.387,98,0,1,0,1,0,0,67,170,23
28,4,4,3,179,51,18,38,239.409,98,0,1,0,1,0,0,89,170,31
28,4,6,3,260,50,11,36,239.409,98,0,1,4,1,0,0,65,168,23
26,4,6,3,330,16,4,28,239.409,98,0,2,0,0,0,0,84,182,25
22,4,2,3,369,17,12,31,239.409,98,0,1,3,1,0,0,70,169,25
26,4,2,3,248,25,14,47,239.409,98,0,1,2,0,0,1,86,165,32
23,4,4,3,330,16,4,28,239.409,98,0,2,0,0,0,0,84,182,25
28,4,4,3,179,51,18,38,239.409,98,0,1,0,1,0,0,89,170,31
23,4,2,3,118,13,18,50,239.409,98,0,1,1,1,0,0,98,178,31
13,4,4,3,118,13,18,50,239.409,98,0,1,1,1,0,0,98,178,31
28,4,6,3,300,26,13,43,239.409,98,0,1,2,1,1,1,77,175,25
28,4,6,3,260,50,11,36,239.409,98,0,1,4,1,0,0,65,168,23
28,4,2,3,179,51,18,38,239.409,98,0,1,0,1,0,0,89,170,31
11,4,4,3,118,10,10,37,239.409,98,0,1,0,0,0,0,83,172,28
13,5,2,3,235,20,13,43,246.074,99,0,1,1,1,0,0,106,167,38
23,5,4,3,248,25,14,47,246.074,99,0,1,2,0,0,1,86,165,32
10,5,2,3,369,17,12,31,246.074,99,0,1,3,1,0,0,70,169,25
23,5,4,3,179,26,9,30,246.074,99,0,3,0,0,0,0,56,171,19
28,5,4,3,179,51,18,38,246.074,99,0,1,0,1,0,0,89,170,31
23,5,5,3,361,52,3,28,246.074,99,0,1,1,1,0,4,80,172,27
28,5,6,3,260,50,11,36,246.074,99,0,1,4,1,0,0,65,168,23
11,5,2,3,179,22,17,40,246.074,99,0,2,2,0,1,0,63,170,22
8,5,2,3,179,22,17,40,246.074,99,0,2,2,0,1,0,63,170,22
18,5,4,3,228,14,16,58,246.074,99,0,1,2,0,0,1,65,172,22
25,5,4,3,225,26,9,28,246.074,99,0,1,1,0,0,2,69,169,24
13,5,6,3,330,16,4,28,246.074,99,0,2,0,0,0,0,84,182,25
25,5,2,3,179,26,9,30,246.074,99,0,3,0,0,0,0,56,171,19
28,5,2,3,118,10,10,37,246.074,99,0,1,0,0,0,0,83,172,28
1,5,2,3,235,11,14,37,246.074,99,0,3,1,0,0,1,88,172,29
23,5,4,3,179,26,9,30,246.074,99,0,3,0,0,0,0,56,171,19
23,6,2,3,118,10,10,37,253.957,95,0,1,0,0,0,0,83,172,28
28,6,2,3,179,51,18,38,253.957,95,0,1,0,1,0,0,89,170,31
28,6,3,3,118,10,10,37,253.957,95,0,1,0,0,0,0,83,172,28
23,6,5,3,225,26,9,28,253.957,95,0,1,1,0,0,2,69,169,24
28,6,6,3,260,50,11,36,253.957,95,0,1,4,1,0,0,65,168,23
0,6,6,3,179,51,18,38,253.957,95,1,1,0,1,0,0,89,170,31
13,6,2,3,291,31,12,40,253.957,95,0,1,1,1,0,1,73,171,25
28,6,2,3,179,51,18,38,253.957,95,0,1,0,1,0,0,89,170,31
28,6,3,3,246,25,16,41,253.957,95,0,1,0,1,0,0,67,170,23
28,6,2,3,179,51,18,38,253.957,95,0,1,0,1,0,0,89,170,31
26,6,3,3,235,20,13,43,253.957,95,0,1,1,1,0,0,106,167,38
28,6,2,1,179,51,18,38,253.957,95,0,1,0,1,0,0,89,170,31
23,6,4,1,225,26,9,28,253.957,95,0,1,1,0,0,2,69,169,24
23,6,4,1,118,13,18,50,253.957,95,0,1,1,1,0,0,98,178,31
5,6,4,1,179,51,18,38,253.957,95,0,1,0,1,0,0,89,170,31
21,6,4,1,179,26,9,30,253.957,95,0,3,0,0,0,0,56,171,19
28,6,6,1,246,25,16,41,253.957,95,0,1,0,1,0,0,67,170,23
11,6,3,1,330,16,4,28,253.957,95,0,2,0,0,0,0,84,182,25
13,6,3,1,235,11,14,37,253.957,95,0,3,1,0,0,1,88,172,29
23,7,5,1,179,26,9,30,230.29,92,0,3,0,0,0,0,56,171,19
25,7,5,1,225,26,9,28,230.29,92,0,1,1,0,0,2,69,169,24
13,7,6,1,260,50,11,36,230.29,92,0,1,4,1,0,0,65,168,23
7,7,2,1,268,11,8,33,230.29,92,0,2,0,0,0,0,79,178,25
25,7,6,1,330,16,4,28,230.29,92,0,2,0,0,0,0,84,182,25
26,7,6,1,118,10,10,37,230.29,92,0,1,0,0,0,0,83,172,28
26,7,2,1,260,50,11,36,230.29,92,0,1,4,1,0,0,65,168,23
28,7,3,1,118,10,10,37,230.29,92,0,1,0,0,0,0,83,172,28
15,7,2,1,300,26,13,43,230.29,92,0,1,2,1,1,1,77,175,25
23,7,2,1,235,29,12,48,230.29,92,0,1,1,0,1,5,88,163,33
28,7,3,1,246,25,16,41,230.29,92,0,1,0,1,0,0,67,170,23
9,7,3,1,225,26,9,28,230.29,92,0,1,1,0,0,2,69,169,24
28,7,3,1,179,51,18,38,230.29,92,0,1,0,1,0,0,89,170,31
23,7,6,1,118,13,18,50,230.29,92,0,1,1,1,0,0,98,178,31
22,7,6,1,361,52,3,28,230.29,92,0,1,1,1,0,4,80,172,27
22,7,2,1,289,36,13,33,230.29,92,0,1,2,1,0,1,90,172,30
26,7,2,1,235,20,13,43,230.29,92,0,1,1,1,0,0,106,167,38
28,7,3,1,246,25,16,41,230.29,92,0,1,0,1,0,0,67,170,23
28,7,5,1,291,31,12,40,230.29,92,0,1,1,1,0,1,73,171,25
23,7,5,1,279,5,14,39,230.29,92,0,1,2,1,1,0,68,168,24
25,8,5,1,179,51,18,38,249.797,93,0,1,0,1,0,0,89,170,31
25,8,2,1,179,22,17,40,249.797,93,0,2,2,0,1,0,63,170,22
28,8,3,1,246,25,16,41,249.797,93,0,1,0,1,0,0,67,170,23
28,8,3,1,118,10,10,37,249.797,93,0,1,0,0,0,0,83,172,28
26,8,3,1,289,36,13,33,249.797,93,0,1,2,1,0,1,90,172,30
26,8,3,1,235,20,13,43,249.797,93,0,1,1,1,0,0,106,167,38
28,8,5,1,291,31,12,40,249.797,93,0,1,1,1,0,1,73,171,25
25,8,2,1,179,51,18,38,249.797,93,0,1,0,1,0,0,89,170,31
25,8,3,1,179,22,17,40,249.797,93,0,2,2,0,1,0,63,170,22
23,8,5,1,330,16,4,28,249.797,93,0,2,0,0,0,0,84,182,25
23,8,3,1,235,11,14,37,249.797,93,0,3,1,0,0,1,88,172,29
28,8,3,1,246,25,16,41,249.797,93,0,1,0,1,0,0,67,170,23
28,8,3,1,118,10,10,37,249.797,93,0,1,0,0,0,0,83,172,28
28,8,5,1,291,31,12,40,249.797,93,0,1,1,1,0,1,73,171,25
28,8,2,1,260,50,11,36,249.797,93,0,1,4,1,0,0,65,168,23
28,9,3,1,246,25,16,41,261.756,87,0,1,0,1,0,0,67,170,23
28,9,3,1,246,25,16,41,261.756,87,0,1,0,1,0,0,67,170,23
28,9,3,1,118,10,10,37,261.756,87,0,1,0,0,0,0,83,172,28
23,9,3,1,155,12,14,34,261.756,87,0,1,2,1,0,0,95,196,25
28,9,5,1,291,31,12,40,261.756,87,0,1,1,1,0,1,73,171,25
23,9,6,1,179,26,9,30,261.756,87,0,3,0,0,0,0,56,171,19
23,9,6,1,248,25,14,47,261.756,87,0,1,2,0,0,1,86,165,32
23,9,2,1,179,51,18,38,261.756,87,0,1,0,1,0,0,89,170,31
23,9,4,1,225,26,9,28,261.756,87,0,1,1,0,0,2,69,169,24
23,9,2,1,179,26,9,30,261.756,87,0,3,0,0,0,0,56,171,19
23,9,3,4,369,17,12,31,261.756,87,0,1,3,1,0,0,70,169,25
22,9,3,4,361,52,3,28,261.756,87,0,1,1,1,0,4,80,172,27
4,10,5,4,289,48,29,49,284.853,91,0,1,0,0,0,2,108,172,36
11,10,5,4,235,16,8,32,284.853,91,0,3,0,0,0,0,75,178,25
26,10,6,4,246,25,16,41,284.853,91,0,1,0,1,0,0,67,170,23
14,10,4,4,289,48,29,49,284.853,91,0,1,0,0,0,2,108,172,36
28,10,4,4,291,31,12,40,284.853,91,0,1,1,1,0,1,73,171,25
23,10,3,4,118,10,10,37,284.853,91,0,1,0,0,0,0,83,172,28
23,10,5,4,289,48,29,49,284.853,91,0,1,0,0,0,2,108,172,36
23,10,6,4,291,31,12,40,284.853,91,0,1,1,1,0,1,73,171,25
23,10,3,4,225,26,9,28,284.853,91,0,1,1,0,0,2,69,169,24
23,10,3,4,369,17,12,31,284.853,91,0,1,3,1,0,0,70,169,25
23,10,3,4,369,17,12,31,284.853,91,0,1,3,1,0,0,70,169,25
23,10,3,4,225,26,9,28,284.853,91,0,1,1,0,0,2,69,169,24
26,10,3,4,369,17,12,31,284.853,91,0,1,3,1,0,0,70,169,25
28,10,4,4,179,51,18,38,284.853,91,0,1,0,1,0,0,89,170,31
1,10,4,4,228,14,16,58,284.853,91,0,1,2,0,0,1,65,172,22
23,10,4,4,291,31,12,40,284.853,91,0,1,1,1,0,1,73,171,25
10,10,5,4,369,17,12,31,284.853,91,0,1,3,1,0,0,70,169,25
13,10,5,4,225,26,9,28,284.853,91,0,1,1,0,0,2,69,169,24
10,10,6,4,369,17,12,31,284.853,91,0,1,3,1,0,0,70,169,25
10,10,6,4,225,26,9,28,284.853,91,0,1,1,0,0,2,69,169,24
23,10,2,4,189,29,13,33,284.853,91,0,1,2,0,0,2,69,167,25
6,10,2,4,235,16,8,32,284.853,91,0,3,0,0,0,0,75,178,25
10,10,2,4,248,25,14,47,284.853,91,0,1,2,0,0,1,86,165,32
0,10,2,4,225,26,9,28,284.853,91,1,1,1,0,0,2,69,169,24
13,10,3,4,225,26,9,28,284.853,91,0,1,1,0,0,2,69,169,24
21,11,3,4,179,51,18,38,268.519,93,0,1,0,1,0,0,89,170,31
28,11,4,4,118,10,10,37,268.519,93,0,1,0,0,0,0,83,172,28
2,11,4,4,330,16,4,28,268.519,93,0,2,0,0,0,0,84,182,25
28,11,6,4,179,51,18,38,268.519,93,0,1,0,1,0,0,89,170,31
9,11,3,4,118,10,10,37,268.519,93,0,1,0,0,0,0,83,172,28
24,11,4,4,289,36,13,33,268.519,93,0,1,2,1,0,1,90,172,30
1,11,6,4,235,16,8,32,268.519,93,0,3,0,0,0,0,75,178,25
23,11,6,4,225,26,9,28,268.519,93,0,1,1,0,0,2,69,169,24
22,11,3,4,361,52,3,28,268.519,93,0,1,1,1,0,4,80,172,27
28,11,4,4,291,31,12,40,268.519,93,0,1,1,1,0,1,73,171,25
13,11,5,4,118,10,10,37,268.519,93,0,1,0,0,0,0,83,172,28
14,11,5,4,225,26,9,28,268.519,93,0,1,1,0,0,2,69,169,24
28,11,2,4,179,51,18,38,268.519,93,0,1,0,1,0,0,89,170,31
23,11,2,4,118,10,10,37,268.519,93,0,1,0,0,0,0,83,172,28
8,11,3,4,118,10,10,37,268.519,93,0,1,0,0,0,0,83,172,28
23,11,3,4,225,26,9,28,268.519,93,0,1,1,0,0,2,69,169,24
0,11,3,4,291,31,12,40,268.519,93,1,1,1,1,0,1,73,171,25
0,11,4,4,289,36,13,33,268.519,93,1,1,2,1,0,1,90,172,30
14,11,5,4,248,25,14,47,268.519,93,0,1,2,0,0,1,86,165,32
0,11,5,4,235,20,13,43,268.519,93,1,1,1,1,0,0,106,167,38
23,11,6,4,225,26,9,28,268.519,93,0,1,1,0,0,2,69,169,24
26,11,6,4,369,17,12,31,268.519,93,0,1,3,1,0,0,70,169,25
28,11,2,4,361,52,3,28,268.519,93,0,1,1,1,0,4,80,172,27
13,12,3,4,179,51,18,38,280.549,98,0,1,0,1,0,0,89,170,31
28,12,4,4,291,31,12,40,280.549,98,0,1,1,1,0,1,73,171,25
23,12,4,4,225,26,9,28,280.549,98,0,1,1,0,0,2,69,169,24
13,12,6,4,179,26,9,30,280.549,98,0,3,0,0,0,0,56,171,19
23,12,6,4,225,26,9,28,280.549,98,0,1,1,0,0,2,69,169,24
23,12,4,4,225,26,9,28,280.549,98,0,1,1,0,0,2,69,169,24
14,12,5,4,361,52,3,28,280.549,98,0,1,1,1,0,4,80,172,27
18,12,6,4,179,22,17,40,280.549,98,0,2,2,0,1,0,63,170,22
26,12,6,4,235,20,13,43,280.549,98,0,1,1,1,0,0,106,167,38
18,12,2,4,233,51,1,31,280.549,98,0,2,1,1,0,8,68,178,21
13,12,3,4,179,26,9,30,280.549,98,0,3,0,0,0,0,56,171,19
23,12,3,4,225,26,9,28,280.549,98,0,1,1,0,0,2,69,169,24
23,12,5,4,225,26,9,28,280.549,98,0,1,1,0,0,2,69,169,24
23,12,2,4,225,26,9,28,280.549,98,0,1,1,0,0,2,69,169,24
18,12,3,2,155,12,14,34,280.549,98,0,1,2,1,0,0,95,196,25
12,1,2,2,179,26,9,30,313.532,96,0,3,0,0,0,0,56,171,19
12,1,5,2,179,26,9,30,313.532,96,0,3,0,0,0,0,56,171,19
25,1,5,2,179,22,17,40,313.532,96,0,2,2,0,1,0,63,170,22
25,1,6,2,179,22,17,40,313.532,96,0,2,2,0,1,0,63,170,22
13,1,2,2,179,26,9,30,313.532,96,0,3,0,0,0,0,56,171,19
25,1,4,2,179,22,17,40,313.532,96,0,2,2,0,1,0,63,170,22
10,1,5,2,289,48,29,49,313.532,96,0,1,0,0,0,2,108,172,36
18,1,6,2,179,22,17,40,313.532,96,0,2,2,0,1,0,63,170,22
27,1,2,2,179,26,9,30,313.532,96,0,3,0,0,0,0,56,171,19
18,1,3,2,155,12,14,34,313.532,96,0,1,2,1,0,0,95,196,25
27,1,4,2,179,26,9,30,313.532,96,0,3,0,0,0,0,56,171,19
27,1,4,2,179,51,18,38,313.532,96,0,1,0,1,0,0,89,170,31
13,1,4,2,289,36,13,33,313.532,96,0,1,2,1,0,1,90,172,30
27,1,5,2,179,51,18,38,313.532,96,0,1,0,1,0,0,89,170,31
27,1,6,2,179,51,18,38,313.532,96,0,1,0,1,0,0,89,170,31
13,2,3,2,179,51,18,38,264.249,97,0,1,0,1,0,0,89,170,31
23,2,3,2,225,26,9,28,264.249,97,0,1,1,0,0,2,69,169,24
1,2,4,2,248,25,14,47,264.249,97,0,1,2,0,0,1,86,165,32
27,2,4,2,179,51,18,38,264.249,97,0,1,0,1,0,0,89,170,31
28,2,5,2,225,26,9,28,264.249,97,0,1,1,0,0,2,69,169,24
27,2,5,2,179,51,18,38,264.249,97,0,1,0,1,0,0,89,170,31
27,2,5,2,179,26,9,30,264.249,97,0,3,0,0,0,0,56,171,19
28,2,6,2,225,15,15,41,264.249,97,0,4,2,1,0,2,94,182,28
27,2,6,2,179,51,18,38,264.249,97,0,1,0,1,0,0,89,170,31
19,2,2,2,233,51,1,31,264.249,97,0,2,1,1,0,8,68,178,21
27,2,2,2,179,51,18,38,264.249,97,0,1,0,1,0,0,89,170,31
7,2,3,2,225,26,9,28,264.249,97,0,1,1,0,0,2,69,169,24
27,2,4,2,179,51,18,38,264.249,97,0,1,0,1,0,0,89,170,31
27,2,5,2,179,51,18,38,264.249,97,0,1,0,1,0,0,89,170,31
25,2,5,2,225,26,9,28,264.249,97,0,1,1,0,0,2,69,169,24
13,2,5,2,179,26,9,30,264.249,97,0,3,0,0,0,0,56,171,19
23,2,6,2,179,22,17,40,264.249,97,0,2,2,0,1,0,63,170,22
27,2,6,2,179,51,18,38,264.249,97,0,1,0,1,0,0,89,170,31
12,2,4,2,233,51,1,31,264.249,97,0,2,1,1,0,8,68,178,21
27,2,4,2,179,26,9,30,264.249,97,0,3,0,0,0,0,56,171,19
27,2,4,2,179,51,18,38,264.249,97,0,1,0,1,0,0,89,170,31
13,2,5,2,179,51,18,38,264.249,97,0,1,0,1,0,0,89,170,31
27,2,6,2,179,51,18,38,264.249,97,0,1,0,1,0,0,89,170,31
25,2,2,2,155,12,14,34,264.249,97,0,1,2,1,0,0,95,196,25
25,2,2,2,235,16,8,32,264.249,97,0,3,0,0,0,0,75,178,25
27,2,2,2,179,51,18,38,264.249,97,0,1,0,1,0,0,89,170,31
7,2,2,2,225,26,9,28,264.249,97,0,1,1,0,0,2,69,169,24
27,2,3,2,179,51,18,38,264.249,97,0,1,0,1,0,0,89,170,31
23,2,3,2,248,25,14,47,264.249,97,0,1,2,0,0,1,86,165,32
25,2,3,2,225,26,9,28,264.249,97,0,1,1,0,0,2,69,169,24
27,2,4,2,179,51,18,38,264.249,97,0,1,0,1,0,0,89,170,31
27,2,5,2,179,51,18,38,264.249,97,0,1,0,1,0,0,89,170,31
25,2,6,2,235,16,8,32,264.249,97,0,3,0,0,0,0,75,178,25
27,3,2,2,179,51,18,38,222.196,99,0,1,0,1,0,0,89,170,31
23,3,2,2,248,25,14,47,222.196,99,0,1,2,0,0,1,86,165,32
25,3,3,2,228,14,16,58,222.196,99,0,1,2,0,0,1,65,172,22
25,3,3,2,248,25,14,47,222.196,99,0,1,2,0,0,1,86,165,32
12,3,3,2,228,14,16,58,222.196,99,0,1,2,0,0,1,65,172,22
27,3,4,2,179,51,18,38,222.196,99,0,1,0,1,0,0,89,170,31
27,3,5,2,225,26,9,28,222.196,99,0,1,1,0,0,2,69,169,24
27,3,5,2,179,51,18,38,222.196,99,0,1,0,1,0,0,89,170,31
25,3,5,2,225,26,9,28,222.196,99,0,1,1,0,0,2,69,169,24
27,3,6,2,179,26,9,30,222.196,99,0,3,0,0,0,0,56,171,19
25,3,2,2,235,16,8,32,222.196,99,0,3,0,0,0,0,75,178,25
19,3,2,2,361,52,3,28,222.196,99,0,1,1,1,0,4,80,172,27
13,3,3,2,179,51,18,38,222.196,99,0,1,0,1,0,0,89,170,31
27,3,4,2,179,51,18,38,222.196,99,0,1,0,1,0,0,89,170,31
27,3,5,2,179,51,18,38,222.196,99,0,1,0,1,0,0,89,170,31
27,3,6,2,179,26,9,30,222.196,99,0,3,0,0,0,0,56,171,19
10,3,2,2,179,51,18,38,222.196,99,0,1,0,1,0,0,89,170,31
13,3,2,2,248,25,14,47,222.196,99,0,1,2,0,0,1,86,165,32
27,3,2,2,179,51,18,38,222.196,99,0,1,0,1,0,0,89,170,31
7,3,2,2,225,26,9,28,222.196,99,0,1,1,0,0,2,69,169,24
27,3,3,2,179,51,18,38,222.196,99,0,1,0,1,0,0,89,170,31
23,3,4,2,289,36,13,33,222.196,99,0,1,2,1,0,1,90,172,30
25,3,4,2,228,14,16,58,222.196,99,0,1,2,0,0,1,65,172,22
27,3,4,2,179,51,18,38,222.196,99,0,1,0,1,0,0,89,170,31
23,3,5,2,248,25,14,47,222.196,99,0,1,2,0,0,1,86,165,32
27,3,5,2,179,51,18,38,222.196,99,0,1,0,1,0,0,89,170,31
23,3,6,2,179,26,9,30,222.196,99,0,3,0,0,0,0,56,171,19
27,3,6,2,179,51,18,38,222.196,99,0,1,0,1,0,0,89,170,31
27,3,3,3,179,51,18,38,222.196,99,0,1,0,1,0,0,89,170,31
23,3,4,3,118,15,24,46,222.196,99,0,1,2,1,1,0,75,175,25
13,3,4,3,155,12,14,34,222.196,99,0,1,2,1,0,0,95,196,25
27,3,4,3,179,51,18,38,222.196,99,0,1,0,1,0,0,89,170,31
27,3,5,3,179,51,18,38,222.196,99,0,1,0,1,0,0,89,170,31
13,3,2,3,179,26,9,30,222.196,99,0,3,0,0,0,0,56,171,19
19,3,2,3,289,36,13,33,222.196,99,0,1,2,1,0,1,90,172,30
22,3,4,3,369,17,12,31,222.196,99,0,1,3,1,0,0,70,169,25
13,4,2,3,225,26,9,28,246.288,91,0,1,1,0,0,2,69,169,24
10,4,2,3,118,10,10,37,246.288,91,0,1,0,0,0,0,83,172,28
19,4,3,3,361,52,3,28,246.288,91,0,1,1,1,0,4,80,172,27
19,4,4,3,248,25,14,47,246.288,91,0,1,2,0,0,1,86,165,32
13,4,5,3,189,29,13,33,246.288,91,0,1,2,0,0,2,69,167,25
27,4,6,3,179,26,9,30,246.288,91,0,3,0,0,0,0,56,171,19
7,4,2,3,369,17,12,31,246.288,91,0,1,3,1,0,0,70,169,25
16,4,3,3,179,22,17,40,246.288,91,0,2,2,0,1,0,63,170,22
23,4,3,3,118,13,18,50,246.288,91,0,1,1,1,0,0,98,178,31
23,4,3,3,361,52,3,28,246.288,91,0,1,1,1,0,4,80,172,27
10,4,4,3,118,10,10,37,246.288,91,0,1,0,0,0,0,83,172,28
22,4,6,3,235,11,14,37,246.288,91,0,3,1,0,0,1,88,172,29
27,4,6,3,179,26,9,30,246.288,91,0,3,0,0,0,0,56,171,19
19,4,2,3,225,26,9,28,246.288,91,0,1,1,0,0,2,69,169,24
16,4,3,3,235,16,8,32,246.288,91,0,3,0,0,0,0,75,178,25
27,4,6,3,179,26,9,30,246.288,91,0,3,0,0,0,0,56,171,19
28,4,3,3,155,12,14,34,246.288,91,0,1,2,1,0,0,95,196,25
19,4,5,3,225,26,9,28,246.288,91,0,1,1,0,0,2,69,169,24
14,4,5,3,118,13,18,50,246.288,91,0,1,1,1,0,0,98,178,31
27,4,6,3,179,26,9,30,246.288,91,0,3,0,0,0,0,56,171,19
22,5,2,3,235,11,14,37,237.656,99,0,3,1,0,0,1,88,172,29
19,5,4,3,225,15,15,41,237.656,99,0,4,2,1,0,2,94,182,28
28,5,4,3,235,16,8,32,237.656,99,0,3,0,0,0,0,75,178,25
8,5,4,3,118,10,10,37,237.656,99,0,1,0,0,0,0,83,172,28
26,5,4,3,235,20,13,43,237.656,99,0,1,1,1,0,0,106,167,38
13,5,5,3,179,26,9,30,237.656,99,0,3,0,0,0,0,56,171,19
28,5,5,3,291,31,12,40,237.656,99,0,1,1,1,0,1,73,171,25
14,5,5,3,225,15,15,41,237.656,99,0,4,2,1,0,2,94,182,28
19,5,6,3,300,26,13,43,237.656,99,0,1,2,1,1,1,77,175,25
22,5,6,3,225,15,15,41,237.656,99,0,4,2,1,0,2,94,182,28
27,5,6,3,179,26,9,30,237.656,99,0,3,0,0,0,0,56,171,19
23,5,2,3,118,13,18,50,237.656,99,0,1,1,1,0,0,98,178,31
5,5,3,3,118,13,18,50,237.656,99,0,1,1,1,0,0,98,178,31
28,5,3,3,118,10,10,37,237.656,99,0,1,0,0,0,0,83,172,28
0,5,3,3,118,13,18,50,237.656,99,1,1,1,1,0,0,98,178,31
27,5,4,3,179,26,9,30,237.656,99,0,3,0,0,0,0,56,171,19
0,5,4,3,378,49,11,36,237.656,99,1,1,2,0,1,4,65,174,21
16,5,6,3,179,22,17,40,237.656,99,0,2,2,0,1,0,63,170,22
10,5,2,3,155,12,14,34,237.656,99,0,1,2,1,0,0,95,196,25
10,5,2,3,235,16,8,32,237.656,99,0,3,0,0,0,0,75,178,25
22,5,4,3,291,31,12,40,237.656,99,0,1,1,1,0,1,73,171,25
