f1,f2,f3,f4,f5,f6,f7
-41,-60,-65,-51,-72,-74,-78
-44,-59,-63,-42,-72,-79,-80
-43,-60,-68,-46,-72,-83,-79
-40,-58,-60,-49,-72,-74,-80
-37,-54,-55,-38,-72,-76,-79
-38,-55,-57,-37,-64,-68,-73
-37,-56,-55,-38,-71,-75,-78
-40,-55,-66,-39,-75,-73,-78
-40,-56,-53,-42,-65,-72,-70
-40,-59,-57,-39,-67,-81,-74
-39,-56,-53,-49,-70,-80,-75
-42,-60,-56,-44,-74,-76,-80
-44,-54,-54,-45,-73,-71,-79
-44,-57,-53,-46,-67,-78,-79
-43,-55,-55,-44,-68,-76,-79
-39,-59,-57,-42,-75,-78,-74
-41,-57,-59,-44,-65,-76,-77
-42,-57,-51,-41,-69,-77,-75
-45,-58,-55,-46,-69,-75,-73
-49,-56,-58,-50,-64,-75,-73
-37,-58,-57,-37,-73,-75,-71
-35,-58,-55,-38,-61,-74,-79
-38,-55,-57,-41,-66,-73,-69
-38,-53,-53,-38,-66,-70,-69
-40,-50,-52,-48,-68,-73,-71
-37,-53,-51,-37,-66,-71,-75
-38,-56,-53,-28,-71,-67,-72
-38,-51,-53,-37,-67,-67,-68
-37,-56,-57,-39,-61,-72,-74
-37,-56,-53,-43,-63,-72,-77
-37,-59,-54,-39,-72,-75,-70
-37,-60,-53,-39,-65,-70,-68
-38,-58,-54,-38,-67,-72,-71
-37,-60,-52,-38,-65,-70,-70
-37,-60,-53,-37,-64,-68,-67
-38,-57,-55,-38,-62,-67,-65
-38,-56,-56,-37,-62,-67,-67
-37,-59,-55,-38,-65,-67,-68
-37,-60,-53,-38,-65,-67,-70
-37,-61,-55,-40,-63,-70,-67
-37,-58,-56,-38,-63,-75,-74
-38,-59,-52,-44,-69,-68,-76
-48,-58,-56,-38,-65,-67,-76
-45,-58,-65,-38,-65,-66,-70
-40,-58,-52,-41,-66,-63,-75
-38,-52,-59,-48,-67,-64,-75
-39,-55,-55,-47,-80,-66,-63
-37,-55,-57,-42,-63,-65,-64
-43,-53,-51,-42,-73,-71,-66
-42,-53,-50,-44,-71,-68,-64
-42,-54,-51,-47,-64,-70,-65
-42,-55,-49,-45,-64,-70,-65
-42,-54,-50,-45,-63,-68,-64
-42,-53,-49,-44,-74,-70,-65
-40,-54,-49,-43,-62,-70,-65
-40,-53,-50,-40,-62,-69,-65
-42,-54,-49,-41,-63,-69,-64
-40,-52,-51,-45,-64,-70,-65
-39,-53,-51,-40,-64,-67,-64
-40,-52,-50,-41,-64,-69,-66
-40,-55,-49,-40,-61,-69,-66
-40,-53,-49,-41,-71,-66,-65
-40,-52,-49,-41,-62,-69,-65
-40,-53,-53,-40,-64,-64,-73
-42,-54,-52,-40,-61,-73,-71
-41,-58,-48,-40,-62,-72,-76
-41,-55,-58,-43,-60,-71,-72
-40,-55,-52,-43,-60,-76,-72
-41,-55,-54,-40,-62,-71,-72
-39,-53,-51,-43,-70,-72,-70
-41,-52,-57,-41,-63,-73,-68
-41,-52,-55,-40,-62,-76,-64
-36,-60,-53,-35,-72,-71,-64
-37,-55,-55,-42,-69,-66,-69
-35,-56,-55,-36,-69,-67,-78
-37,-54,-55,-42,-63,-71,-78
-37,-51,-54,-43,-60,-69,-70
-36,-55,-53,-46,-63,-68,-71
-38,-54,-53,-42,-69,-72,-66
-36,-51,-67,-40,-63,-74,-68
-36,-56,-53,-43,-63,-65,-70
-35,-53,-55,-47,-61,-66,-71
-35,-53,-57,-46,-64,-65,-70
-35,-54,-59,-46,-62,-66,-70
-35,-53,-58,-44,-63,-68,-71
-36,-53,-57,-40,-66,-70,-69
-36,-56,-57,-46,-68,-68,-70
-37,-50,-56,-39,-67,-69,-70
-37,-49,-57,-42,-62,-64,-71
-36,-54,-53,-46,-63,-66,-76
-35,-59,-57,-42,-66,-71,-70
-37,-58,-60,-37,-75,-65,-67
-40,-54,-57,-42,-64,-67,-71
-44,-58,-58,-41,-75,-70,-64
-41,-57,-63,-40,-73,-66,-65
-37,-56,-55,-45,-64,-61,-69
-41,-58,-54,-42,-71,-65,-71
-40,-55,-56,-36,-64,-65,-66
-40,-57,-58,-38,-64,-74,-79
-39,-51,-57,-36,-64,-65,-71
-35,-57,-59,-36,-63,-74,-75
-35,-57,-53,-34,-64,-76,-76
-19,-57,-59,-38,-66,-72,-71
-15,-58,-56,-15,-74,-76,-71
-14,-54,-57,-15,-69,-82,-71
-10,-57,-57,-36,-73,-82,-72
-14,-55,-57,-34,-67,-71,-72
-14,-55,-58,-36,-67,-72,-74
-15,-55,-57,-16,-71,-72,-74
-16,-55,-56,-15,-64,-78,-76
-17,-53,-57,-17,-70,-77,-73
-34,-55,-58,-15,-65,-73,-72
-34,-54,-61,-34,-70,-72,-73
-35,-55,-52,-14,-71,-69,-82
-18,-50,-57,-36,-62,-66,-71
-27,-60,-56,-18,-65,-68,-72
-18,-57,-63,-16,-72,-73,-66
-18,-57,-63,-34,-72,-65,-75
-37,-56,-58,-45,-65,-67,-72
-35,-58,-50,-35,-62,-72,-67
-37,-51,-56,-36,-62,-72,-71
-38,-55,-51,-43,-64,-73,-73
-38,-55,-51,-41,-72,-70,-73
-43,-55,-54,-42,-58,-71,-72
-40,-57,-57,-43,-68,-89,-72
-39,-56,-53,-46,-57,-73,-77
-36,-57,-52,-40,-66,-75,-75
-40,-55,-57,-37,-71,-79,-77
-46,-54,-53,-48,-71,-78,-73
-40,-57,-51,-46,-65,-75,-79
-48,-56,-55,-46,-65,-86,-79
-45,-59,-54,-51,-69,-77,-85
-46,-58,-56,-43,-70,-72,-80
-39,-54,-56,-40,-70,-77,-78
-41,-58,-60,-47,-70,-82,-74
-40,-54,-54,-45,-71,-76,-74
-42,-55,-56,-43,-73,-76,-75
-41,-60,-54,-43,-73,-80,-74
-42,-54,-55,-49,-67,-80,-74
-40,-55,-57,-50,-66,-75,-73
-42,-55,-57,-44,-69,-73,-77
-45,-55,-54,-43,-71,-89,-77
-46,-55,-54,-45,-62,-76,-73
-47,-58,-55,-45,-62,-79,-85
-46,-59,-55,-49,-69,-74,-84
-45,-57,-55,-48,-67,-77,-84
-46,-59,-54,-52,-67,-77,-83
-43,-55,-54,-47,-67,-77,-79
-39,-53,-56,-48,-66,-69,-72
-37,-52,-57,-36,-71,-66,-75
-42,-52,-54,-35,-65,-69,-73
-37,-50,-50,-36,-58,-69,-75
-38,-57,-50,-38,-60,-74,-69
-39,-55,-54,-48,-76,-73,-80
-49,-54,-55,-53,-66,-73,-80
-42,-54,-58,-41,-63,-75,-78
-40,-55,-53,-36,-60,-77,-77
-37,-56,-56,-35,-69,-73,-69
-40,-59,-59,-39,-73,-71,-72
-36,-58,-59,-36,-69,-71,-77
-40,-58,-57,-40,-74,-79,-77
-42,-51,-54,-41,-67,-72,-77
-41,-55,-53,-37,-64,-79,-76
-42,-54,-49,-41,-68,-71,-77
-38,-53,-51,-39,-68,-76,-72
-34,-48,-51,-37,-70,-78,-69
-34,-53,-59,-36,-75,-73,-69
-35,-56,-52,-36,-72,-69,-67
-36,-55,-55,-36,-60,-73,-72
-35,-54,-56,-34,-61,-71,-74
-35,-54,-54,-35,-59,-73,-70
-36,-54,-54,-36,-62,-71,-70
-34,-57,-55,-35,-59,-71,-69
-36,-58,-52,-26,-61,-70,-70
-34,-61,-52,-27,-61,-67,-69
-35,-56,-57,-34,-60,-73,-80
-34,-61,-61,-36,-60,-73,-76
-35,-59,-57,-27,-61,-71,-76
-35,-60,-54,-35,-61,-81,-80
-36,-60,-53,-36,-63,-70,-77
-34,-62,-57,-36,-61,-71,-71
-36,-59,-57,-35,-61,-65,-80
-37,-59,-57,-36,-64,-66,-70
-36,-59,-55,-36,-65,-66,-70
-36,-59,-55,-40,-65,-66,-69
-35,-55,-56,-37,-66,-65,-69
-34,-55,-55,-36,-62,-70,-71
-35,-58,-55,-36,-62,-70,-73
-41,-58,-53,-43,-61,-70,-70
-37,-56,-58,-36,-80,-72,-70
-36,-60,-57,-37,-80,-72,-72
-36,-56,-62,-36,-80,-71,-69
-35,-53,-62,-35,-68,-70,-69
-36,-61,-57,-27,-71,-73,-70
-13,-54,-57,-21,-77,-72,-72
-12,-54,-54,-11,-70,-75,-74
-17,-56,-54,-36,-66,-73,-77
-18,-53,-60,-17,-71,-74,-71
-36,-54,-56,-16,-61,-64,-79
-36,-55,-65,-34,-66,-70,-74
-36,-54,-57,-34,-60,-69,-75
-39,-57,-54,-38,-56,-70,-72
-26,-57,-53,-37,-67,-72,-69
-17,-57,-55,-15,-62,-68,-70
-17,-56,-57,-35,-71,-69,-74
-11,-63,-65,-18,-70,-72,-73
-10,-58,-54,-18,-70,-72,-73
-12,-55,-57,-16,-70,-76,-75
-12,-56,-58,-16,-70,-75,-79
-10,-58,-62,-20,-73,-76,-74
-13,-55,-55,-21,-70,-73,-77
-36,-55,-50,-41,-66,-72,-69
-35,-52,-55,-38,-62,-66,-85
-38,-54,-52,-36,-63,-65,-70
-39,-52,-53,-36,-61,-67,-70
-40,-53,-55,-37,-71,-75,-74
-40,-54,-52,-38,-60,-69,-75
-38,-54,-51,-37,-66,-74,-76
-37,-58,-55,-38,-60,-74,-76
-41,-53,-56,-36,-62,-75,-77
-43,-56,-59,-37,-64,-74,-77
-36,-55,-59,-37,-63,-70,-73
-48,-53,-60,-36,-58,-73,-77
-48,-53,-56,-37,-59,-75,-83
-44,-52,-56,-47,-63,-71,-75
-38,-53,-54,-43,-70,-77,-75
-43,-54,-56,-40,-67,-70,-71
-40,-55,-53,-35,-64,-70,-82
-40,-54,-52,-39,-65,-70,-74
-43,-52,-55,-35,-61,-75,-76
-42,-53,-53,-42,-63,-72,-72
-40,-56,-53,-44,-69,-77,-79
-39,-58,-54,-39,-62,-71,-77
-37,-54,-54,-41,-64,-72,-78
-39,-52,-50,-39,-61,-75,-71
-41,-56,-50,-43,-66,-77,-76
-41,-54,-59,-41,-60,-76,-74
-42,-54,-54,-43,-59,-74,-72
-39,-57,-55,-42,-61,-74,-75
-42,-54,-56,-39,-63,-76,-78
-38,-56,-48,-39,-63,-70,-73
-39,-51,-50,-43,-63,-71,-66
-40,-50,-50,-37,-64,-71,-78
-37,-55,-56,-37,-67,-70,-66
-38,-54,-55,-36,-60,-71,-75
-42,-53,-62,-27,-63,-72,-79
-36,-51,-52,-37,-70,-71,-64
-36,-55,-54,-36,-67,-65,-73
-38,-60,-57,-39,-70,-70,-74
-36,-50,-58,-41,-74,-74,-69
-37,-58,-53,-43,-76,-66,-69
-38,-56,-52,-41,-76,-71,-66
-36,-56,-56,-37,-59,-66,-75
-36,-55,-54,-40,-71,-71,-71
-19,-53,-60,-37,-69,-72,-69
-37,-53,-54,-37,-67,-79,-72
-36,-57,-58,-36,-62,-74,-73
-36,-55,-53,-35,-64,-72,-66
-37,-53,-56,-35,-74,-76,-79
-37,-57,-55,-40,-75,-71,-64
-35,-58,-54,-36,-69,-69,-73
-36,-57,-56,-37,-69,-77,-72
-36,-58,-56,-39,-62,-67,-73
-19,-60,-54,-35,-69,-69,-78
-17,-62,-54,-22,-65,-70,-72
-34,-53,-52,-19,-65,-75,-69
-15,-55,-62,-25,-71,-67,-68
-14,-56,-57,-35,-68,-77,-72
-11,-59,-60,-27,-70,-74,-71
-34,-53,-56,-18,-70,-76,-75
-36,-54,-56,-35,-61,-70,-79
-36,-52,-59,-38,-64,-72,-74
-38,-55,-56,-42,-66,-72,-75
-38,-54,-53,-36,-66,-73,-75
-36,-53,-50,-37,-70,-72,-72
-38,-50,-49,-42,-69,-73,-77
-38,-53,-52,-40,-63,-73,-77
-41,-54,-52,-37,-68,-73,-77
-46,-51,-51,-36,-67,-73,-76
-40,-53,-51,-37,-78,-73,-77
-45,-53,-51,-36,-78,-72,-76
-44,-52,-51,-36,-78,-72,-77
-44,-53,-52,-36,-70,-72,-76
-40,-54,-52,-35,-68,-71,-76
-39,-59,-49,-37,-68,-70,-72
-39,-52,-56,-36,-64,-68,-69
-38,-55,-56,-36,-64,-70,-66
-38,-56,-48,-39,-71,-72,-71
-37,-57,-51,-39,-71,-71,-72
-40,-58,-49,-41,-75,-71,-70
-40,-57,-47,-42,-64,-74,-71
-40,-58,-47,-41,-65,-73,-70
-40,-70,-47,-43,-69,-73,-84
-40,-57,-47,-42,-69,-73,-70
-38,-52,-50,-41,-69,-68,-72
-37,-54,-53,-36,-65,-76,-72
-36,-54,-54,-37,-66,-75,-71
-36,-58,-54,-27,-67,-73,-78
-36,-54,-52,-20,-66,-70,-74
-37,-57,-51,-39,-70,-76,-72
-35,-51,-53,-37,-63,-72,-76
-38,-51,-53,-38,-63,-72,-73
-37,-54,-55,-37,-67,-71,-70
-36,-52,-55,-36,-69,-64,-70
-37,-54,-47,-36,-63,-70,-70
-46,-52,-46,-39,-74,-71,-78
-44,-50,-57,-45,-61,-72,-67
-40,-52,-53,-39,-61,-75,-73
-43,-55,-50,-39,-61,-69,-73
-43,-55,-52,-42,-60,-74,-67
-43,-54,-55,-41,-68,-71,-74
-43,-47,-50,-45,-65,-66,-69
-37,-46,-51,-39,-63,-69,-69
-36,-55,-51,-37,-75,-71,-70
-38,-59,-61,-36,-68,-69,-73
-36,-55,-58,-37,-76,-72,-69
-37,-53,-57,-38,-71,-68,-64
-34,-60,-52,-37,-71,-66,-75
-34,-54,-56,-42,-68,-76,-75
-39,-57,-50,-35,-63,-70,-79
-39,-48,-51,-38,-63,-69,-89
-38,-52,-62,-37,-69,-73,-71
-42,-52,-56,-43,-64,-76,-74
-39,-54,-55,-37,-64,-70,-70
-43,-57,-52,-40,-58,-72,-70
-40,-54,-53,-36,-61,-77,-74
-37,-55,-55,-40,-73,-72,-74
-38,-58,-62,-41,-64,-76,-73
-43,-54,-59,-40,-68,-76,-74
-45,-52,-59,-43,-71,-74,-79
-45,-57,-59,-43,-71,-74,-79
-47,-60,-56,-48,-85,-85,-81
-50,-56,-55,-47,-63,-86,-77
-48,-57,-56,-49,-64,-87,-76
-46,-57,-55,-44,-65,-86,-77
-45,-58,-54,-46,-69,-87,-77
-48,-54,-50,-49,-61,-81,-84
-54,-53,-54,-50,-63,-79,-77
-50,-56,-54,-50,-71,-79,-77
-49,-57,-52,-51,-60,-89,-83
-48,-52,-54,-47,-61,-80,-86
-46,-56,-53,-53,-61,-87,-77
-52,-56,-58,-48,-59,-87,-92
-45,-51,-59,-53,-62,-82,-85
-46,-56,-57,-55,-66,-82,-85
-49,-53,-55,-46,-59,-81,-93
-49,-52,-58,-46,-57,-77,-77
-49,-49,-53,-47,-57,-80,-77
-50,-49,-54,-48,-62,-79,-75
-56,-51,-47,-51,-71,-79,-75
-60,-50,-49,-54,-71,-83,-82
-60,-54,-50,-50,-60,-84,-85
-48,-56,-50,-45,-61,-80,-80
-49,-49,-53,-48,-63,-84,-88
-48,-50,-55,-50,-66,-78,-75
-53,-55,-55,-53,-66,-79,-86
-46,-58,-54,-49,-62,-81,-88
-46,-56,-54,-49,-63,-81,-82
-47,-54,-55,-47,-66,-78,-86
-47,-53,-49,-49,-66,-76,-80
-45,-54,-48,-49,-65,-78,-81
-45,-53,-55,-49,-63,-78,-81
-46,-54,-53,-48,-64,-78,-79
-45,-54,-54,-48,-63,-78,-82
-45,-53,-55,-50,-63,-83,-82
-45,-55,-54,-47,-63,-78,-80
-46,-53,-54,-46,-63,-79,-82
-46,-52,-54,-47,-64,-79,-81
-46,-60,-54,-48,-63,-80,-83
-46,-54,-53,-47,-63,-85,-80
-47,-55,-55,-49,-67,-85,-80
-46,-58,-55,-49,-64,-78,-84
-46,-60,-56,-47,-66,-83,-85
-49,-52,-61,-52,-61,-82,-88
-48,-55,-58,-49,-67,-83,-88
-48,-52,-52,-56,-68,-81,-84
-49,-51,-58,-45,-65,-83,-84
-52,-60,-59,-40,-60,-81,-81
-52,-56,-56,-41,-63,-77,-80
-48,-57,-54,-50,-66,-83,-78
-49,-53,-51,-53,-67,-81,-83
-48,-53,-51,-50,-66,-79,-86
-47,-55,-54,-50,-72,-80,-88
-49,-52,-56,-48,-55,-81,-82
-53,-54,-59,-54,-62,-81,-82
-55,-51,-52,-48,-60,-78,-86
-49,-52,-57,-54,-59,-85,-88
-54,-55,-52,-50,-58,-78,-86
-51,-56,-51,-58,-58,-80,-86
-51,-51,-52,-57,-56,-81,-77
-46,-54,-50,-54,-59,-81,-77
-49,-53,-50,-55,-59,-80,-87
-48,-50,-54,-51,-59,-77,-75
-49,-53,-53,-51,-64,-79,-80
-48,-53,-50,-55,-66,-83,-82
-50,-57,-53,-49,-67,-83,-82
-45,-59,-56,-54,-64,-84,-78
-50,-57,-60,-43,-66,-77,-82
-46,-53,-52,-45,-62,-79,-78
-47,-53,-55,-57,-62,-80,-78
-48,-55,-54,-48,-67,-85,-81
-44,-53,-55,-48,-66,-79,-86
-43,-55,-53,-52,-60,-78,-86
-50,-56,-56,-60,-60,-78,-86
-50,-58,-54,-51,-60,-80,-82
-51,-56,-51,-55,-62,-85,-83
-47,-54,-49,-52,-58,-79,-86
-54,-59,-52,-63,-62,-76,-81
-52,-57,-51,-55,-65,-85,-85
-52,-57,-61,-59,-59,-85,-85
-52,-48,-56,-53,-62,-78,-81
-49,-55,-51,-49,-63,-81,-73
-46,-48,-52,-52,-62,-77,-80
-45,-56,-57,-47,-61,-76,-78
-48,-55,-58,-52,-64,-92,-79
-49,-52,-48,-52,-62,-78,-75
-49,-50,-51,-50,-62,-75,-75
-49,-55,-48,-49,-62,-79,-84
-50,-56,-48,-48,-63,-80,-91
-50,-58,-51,-52,-60,-81,-79
-49,-52,-46,-48,-60,-79,-80
-52,-52,-49,-49,-58,-77,-84
-45,-50,-52,-53,-61,-75,-79
-49,-52,-48,-44,-59,-80,-78
-47,-58,-49,-45,-66,-85,-79
-51,-52,-49,-50,-63,-79,-79
-49,-51,-53,-41,-64,-77,-79
-49,-52,-54,-52,-60,-83,-79
-50,-56,-53,-40,-65,-86,-80
-47,-58,-56,-44,-64,-80,-85
-47,-53,-54,-49,-63,-88,-85
-50,-57,-54,-44,-67,-85,-85
-46,-57,-52,-43,-69,-86,-85
-45,-50,-57,-49,-63,-81,-82
-48,-59,-53,-45,-74,-81,-81
-46,-55,-58,-47,-64,-78,-78
-51,-55,-54,-49,-60,-79,-84
-51,-58,-51,-51,-62,-79,-86
-53,-59,-51,-41,-59,-78,-77
-49,-54,-55,-49,-63,-81,-87
-52,-52,-57,-45,-67,-81,-86
-50,-55,-51,-57,-58,-86,-86
-45,-53,-50,-49,-67,-75,-77
-49,-55,-49,-49,-60,-80,-79
-46,-53,-54,-52,-64,-79,-84
-46,-49,-51,-45,-62,-79,-79
-54,-52,-53,-43,-68,-79,-79
-51,-55,-50,-50,-59,-79,-85
-48,-60,-57,-52,-61,-85,-84
-51,-63,-55,-54,-69,-84,-79
-52,-64,-54,-56,-70,-84,-78
-52,-64,-54,-54,-68,-85,-79
-52,-62,-55,-52,-67,-83,-75
-52,-60,-52,-54,-66,-85,-79
-51,-60,-55,-53,-72,-85,-78
-50,-59,-55,-47,-72,-79,-80
-51,-52,-56,-56,-63,-79,-80
-51,-55,-51,-49,-61,-82,-81
-53,-52,-51,-53,-64,-80,-81
-51,-51,-52,-52,-63,-84,-78
-52,-52,-52,-49,-62,-80,-80
-51,-52,-51,-54,-61,-79,-76
-51,-54,-52,-57,-62,-79,-79
-50,-59,-53,-54,-65,-77,-78
-53,-59,-48,-57,-66,-80,-77
-52,-57,-50,-52,-65,-79,-77
-51,-57,-51,-51,-65,-80,-80
-52,-57,-50,-51,-65,-79,-79
-52,-57,-49,-50,-66,-80,-80
-52,-56,-50,-56,-66,-81,-80
-52,-56,-50,-56,-69,-79,-78
-53,-58,-50,-52,-66,-78,-79
-53,-56,-50,-50,-67,-80,-81
-49,-56,-49,-52,-64,-83,-80
-52,-56,-47,-53,-61,-78,-79
-52,-57,-50,-52,-60,-78,-79
-53,-56,-46,-51,-62,-80,-80
-53,-57,-50,-54,-60,-80,-81
-52,-56,-50,-52,-60,-80,-80
-52,-56,-50,-54,-59,-79,-80
-52,-58,-51,-53,-60,-80,-80
-52,-55,-56,-51,-69,-85,-85
-50,-55,-54,-50,-69,-79,-82
-53,-55,-54,-51,-69,-79,-81
-52,-56,-53,-53,-70,-80,-78
-50,-52,-53,-53,-67,-86,-85
-49,-58,-55,-52,-60,-83,-84
-50,-49,-52,-56,-69,-80,-81
-46,-56,-52,-51,-62,-85,-81
-48,-53,-54,-45,-61,-86,-83
-50,-56,-53,-52,-68,-84,-77
-50,-52,-52,-56,-67,-80,-89
-51,-53,-52,-55,-68,-78,-91
-51,-60,-52,-52,-67,-79,-91
-51,-52,-51,-51,-64,-79,-89
-52,-52,-50,-49,-66,-77,-88
-50,-52,-52,-47,-65,-77,-89
-51,-52,-51,-51,-65,-77,-89
-51,-52,-51,-47,-65,-76,-87
-51,-53,-49,-51,-65,-77,-89
-51,-51,-51,-51,-65,-78,-88
-51,-52,-51,-50,-69,-77,-88
-52,-53,-49,-50,-69,-79,-87
-51,-53,-50,-51,-66,-77,-88
-51,-52,-52,-50,-69,-78,-86
-51,-53,-52,-54,-65,-77,-87
-52,-53,-53,-56,-64,-78,-88
-50,-53,-52,-50,-64,-78,-88
-51,-52,-51,-55,-66,-78,-89
-52,-53,-51,-55,-65,-78,-88
-51,-52,-52,-56,-68,-79,-87
-51,-53,-52,-55,-67,-78,-88
-51,-53,-56,-56,-64,-77,-88
-51,-52,-53,-55,-64,-78,-91
-50,-54,-54,-54,-66,-77,-86
-49,-53,-50,-55,-64,-79,-86
-51,-52,-50,-56,-67,-79,-91
-50,-53,-50,-55,-68,-78,-87
-50,-53,-53,-55,-67,-78,-89
-50,-52,-52,-55,-67,-79,-91
-51,-53,-55,-50,-67,-76,-88
-50,-52,-52,-50,-67,-78,-89
-48,-54,-54,-49,-67,-77,-89
-49,-54,-53,-50,-70,-78,-86
-50,-54,-53,-46,-66,-78,-87
-50,-54,-52,-49,-67,-79,-86
-49,-53,-50,-48,-67,-78,-88
-52,-54,-53,-50,-68,-78,-85
-50,-53,-52,-55,-67,-77,-88
-49,-54,-53,-55,-67,-77,-86
-50,-53,-52,-55,-68,-78,-86
-49,-52,-53,-54,-65,-77,-88
-50,-52,-51,-54,-67,-77,-88
-50,-53,-53,-54,-67,-78,-86
-49,-52,-52,-53,-65,-77,-85
-52,-50,-53,-54,-68,-76,-85
-51,-54,-53,-55,-66,-77,-85
-51,-52,-56,-52,-66,-80,-89
-48,-57,-49,-53,-62,-79,-87
-47,-60,-59,-55,-70,-79,-85
-57,-58,-56,-55,-71,-84,-87
-55,-58,-55,-54,-70,-81,-87
-55,-56,-58,-53,-70,-81,-88
-55,-66,-57,-52,-70,-84,-84
-52,-57,-58,-57,-68,-86,-83
-50,-60,-73,-58,-68,-88,-92
-49,-59,-57,-50,-72,-80,-91
-49,-59,-56,-50,-63,-80,-91
-49,-62,-56,-50,-63,-83,-89
-49,-61,-56,-49,-64,-84,-89
-49,-60,-55,-49,-63,-85,-89
-49,-60,-56,-50,-63,-84,-87
-49,-61,-55,-49,-62,-84,-89
-49,-61,-55,-53,-72,-85,-92
-53,-57,-62,-55,-60,-86,-83
-51,-56,-60,-48,-60,-86,-83
-45,-59,-57,-51,-62,-77,-85
-48,-58,-55,-49,-60,-80,-83
-49,-64,-53,-52,-63,-73,-78
-48,-66,-57,-51,-70,-81,-80
-49,-64,-58,-53,-70,-84,-80
-48,-61,-57,-51,-67,-83,-76
-49,-64,-58,-51,-70,-86,-78
-51,-64,-59,-49,-71,-87,-77
-51,-62,-59,-50,-66,-85,-77
-51,-62,-59,-52,-68,-85,-78
-47,-64,-57,-51,-64,-85,-78
-45,-63,-60,-53,-67,-83,-85
-51,-60,-57,-54,-64,-84,-83
-51,-58,-55,-54,-67,-86,-83
-49,-52,-52,-51,-63,-78,-74
-51,-53,-54,-53,-62,-83,-82
-46,-46,-52,-52,-57,-77,-82
-48,-46,-50,-54,-63,-87,-77
-54,-54,-50,-54,-60,-81,-79
-49,-56,-53,-52,-58,-89,-86
-52,-52,-53,-53,-56,-78,-79
-52,-55,-55,-54,-65,-85,-78
-55,-51,-51,-55,-59,-89,-78
-63,-52,-51,-56,-59,-89,-84
-55,-53,-52,-56,-58,-85,-88
-56,-52,-51,-57,-64,-86,-91
-56,-52,-50,-58,-57,-85,-88
-54,-53,-50,-58,-58,-84,-87
-53,-54,-53,-60,-60,-86,-91
-49,-54,-50,-55,-63,-85,-81
-50,-52,-54,-55,-64,-83,-74
-45,-52,-54,-53,-56,-83,-79
-45,-50,-50,-55,-57,-76,-75
-49,-55,-50,-53,-62,-76,-75
-48,-57,-51,-51,-60,-79,-80
-47,-50,-53,-47,-63,-76,-79
-50,-51,-49,-48,-54,-77,-77
-51,-47,-50,-49,-59,-80,-85
-46,-55,-48,-52,-62,-80,-79
-51,-52,-50,-49,-60,-77,-76
-49,-59,-57,-49,-67,-85,-83
-50,-56,-51,-49,-67,-84,-81
-51,-60,-59,-46,-68,-78,-83
-52,-54,-53,-51,-61,-83,-81
-46,-51,-50,-48,-64,-82,-78
-44,-56,-54,-52,-63,-80,-79
-49,-56,-54,-55,-62,-78,-81
-47,-52,-56,-56,-62,-83,-83
-51,-54,-53,-52,-63,-81,-76
-51,-54,-51,-53,-60,-86,-79
-45,-52,-52,-51,-64,-84,-84
-45,-46,-58,-53,-59,-77,-82
-47,-57,-57,-52,-69,-79,-77
-54,-61,-51,-44,-63,-79,-76
-44,-53,-51,-49,-60,-84,-76
-43,-57,-51,-52,-62,-79,-77
-50,-54,-49,-46,-64,-85,-77
-46,-60,-54,-50,-62,-79,-74
-46,-53,-47,-52,-57,-79,-85
-51,-48,-56,-53,-61,-80,-79
-52,-51,-49,-56,-65,-81,-83
-50,-57,-50,-59,-62,-91,-93
-53,-53,-50,-55,-59,-86,-81
-49,-55,-49,-49,-60,-81,-81
-47,-57,-49,-46,-63,-84,-86
-51,-52,-48,-48,-62,-85,-78
-51,-51,-45,-53,-59,-84,-76
-48,-54,-52,-54,-58,-87,-89
-50,-54,-51,-50,-66,-87,-85
-47,-55,-57,-50,-64,-80,-85
-50,-56,-57,-49,-68,-92,-80
-48,-57,-54,-47,-66,-79,-79
-42,-54,-48,-51,-64,-78,-87
-49,-56,-51,-54,-65,-79,-78
-51,-59,-51,-48,-67,-79,-79
-52,-60,-52,-48,-70,-79,-79
-53,-58,-50,-48,-64,-88,-80
-47,-54,-51,-47,-66,-88,-80
-48,-55,-51,-55,-69,-88,-80
-46,-53,-50,-53,-64,-81,-86
-52,-60,-51,-46,-63,-84,-77
-53,-57,-50,-47,-62,-86,-81
-53,-58,-51,-48,-63,-85,-78
-53,-58,-51,-48,-63,-88,-80
-52,-58,-50,-53,-64,-87,-81
-54,-56,-50,-50,-64,-87,-80
-52,-52,-51,-51,-74,-86,-80
-51,-62,-53,-51,-67,-79,-89
-51,-63,-51,-52,-66,-79,-89
-52,-61,-51,-52,-66,-80,-89
-53,-62,-51,-52,-67,-79,-89
-53,-62,-52,-53,-65,-79,-91
-46,-60,-52,-55,-61,-85,-85
-43,-59,-51,-53,-61,-83,-85
-44,-60,-52,-49,-63,-84,-84
-47,-57,-57,-52,-62,-86,-84
-47,-57,-56,-51,-64,-80,-86
-47,-56,-58,-56,-62,-81,-83
-48,-55,-58,-50,-63,-81,-86
-47,-55,-58,-50,-60,-81,-84
-47,-64,-53,-54,-60,-83,-84
-45,-63,-57,-55,-58,-79,-85
-45,-63,-57,-53,-57,-81,-84
-45,-60,-59,-52,-57,-83,-85
-45,-60,-56,-54,-59,-84,-85
-47,-56,-53,-53,-66,-85,-85
-48,-58,-52,-53,-61,-88,-83
-46,-55,-53,-52,-57,-81,-86
-46,-57,-53,-48,-58,-80,-86
