f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100
0.761356,0.291354,0.564514,0.088395,0.753937,-0.978027,1.022013,-1.154971,1.210482,-1.540937,1.399952,-0.832469,-1.557739,-0.253958,-0.602853,-1.117986,0.607417,-1.225013,1.12054,-0.512335,1.2371,0.629154,0.148791,1.051611,0.147834,1.166416,0.694039,-0.66081,0.178764,-1.470725,-0.034177,-0.484377,0.145655,0.324398,-1.243152,0.429279,-0.459929,1.254388,1.569311,1.354033,1.066245,-0.578023,0.645416,-1.805174,1.148752,1.449881,0.094077,0.469985,1.090345,0.063063,0.1828,-0.474613,-1.529042,1.081867,1.58858,0.156686,0.191383,-0.047407,0.897908,-1.323952,1.358172,0.933689,0.848704,-1.020169,-0.499356,0.197521,0.22828,1.695036,1.099387,1.078881,0.786384,0.115857,-0.606157,0.125416,-1.695475,1.052526,-1.346874,-0.05638,-1.65846,0.43593,1.707025,-1.240743,-0.794982,-1.279051,1.449289,-0.187194,-1.556598,-1.649556,-1.674429,-1.46607,-1.096393,0.687598,-1.339491,-0.49237,1.375669,-0.972092,0.566507,-1.179434,-0.715859,0.007259
-0.08763,-0.549315,-0.465293,0.904238,-0.394212,0.648474,0.678041,0.068313,-0.032505,0.099333,-0.142729,0.572078,-0.869454,-0.656322,0.29957,0.617341,-1.504214,1.618894,0.454328,0.666509,0.354498,-1.320355,0.69222,0.207982,-1.147091,-1.302374,1.468093,1.465959,1.20528,-1.131561,0.934536,-0.336539,-0.025798,1.646164,-0.793776,-0.039389,0.040469,-0.311476,-0.778597,-0.121038,-0.732999,0.527538,0.425293,-0.989955,1.100389,-1.596538,-1.566966,1.441277,-1.296455,0.982899,-0.371008,-1.4007,0.991762,-1.47657,0.367142,-1.289063,0.028704,-1.335551,0.733057,1.076192,1.477005,0.336782,1.063436,0.209249,-0.779439,-0.670847,0.322386,-1.634493,0.416576,-1.468927,0.051779,1.275992,-1.669187,-0.629592,-0.233204,0.575898,-1.681855,0.271809,-1.587119,-1.697532,1.696423,0.616501,1.691878,-0.893687,1.063402,-0.208311,-0.686366,0.138488,0.100541,-1.202419,-1.010352,1.491247,1.01734,0.533251,-0.456016,-0.289164,-0.693961,-1.260135,0.337595,-1.60924
1.055036,0.679974,1.388284,1.191765,1.531993,-0.560563,-0.641453,-1.679944,-1.465312,-0.092729,-0.345383,0.683565,-0.491822,-0.610961,1.378949,1.013604,1.295496,-0.179754,-1.098406,-0.362541,0.301081,0.254626,-0.988352,-0.675695,0.074899,1.099579,1.343042,0.818521,1.485863,0.70353,-0.884387,0.518832,0.93419,0.792419,-0.778154,1.571318,-1.274289,-1.24007,0.868932,-1.5153,1.51129,0.003257,-0.398576,1.289371,-0.428269,-1.394128,-0.621695,0.363105,-0.190237,1.123269,1.393219,0.508862,-0.859513,0.19074,1.709365,-0.395318,1.583458,0.445478,-0.511671,1.357095,1.064487,-1.178252,-0.021616,1.303993,1.708191,-1.617473,1.127301,-0.839595,-1.455044,-1.022373,-1.507252,-0.312931,-1.606936,-0.68847,-1.015438,0.855001,0.579307,1.249299,0.858312,-1.411028,1.533497,1.155336,-1.594957,0.206456,0.914573,0.942575,1.40507,-0.584412,-1.498516,-1.609735,-1.518066,-0.84489,1.516101,-0.062989,0.491355,-0.648259,0.515349,-1.299787,-0.821001,-1.128563
0.370872,0.235813,-0.230593,-0.049735,-0.091856,0.563847,0.188243,-0.963092,-1.219497,0.958421,-1.654517,-0.33467,-0.483761,-0.020946,0.832099,-1.413883,-1.072259,1.485751,-0.417468,-0.977085,-0.290816,-0.217805,-1.592161,0.00972,1.563831,0.186973,1.017773,-0.306534,-1.646335,-0.662611,0.093182,0.46612,-0.94075,-1.533775,0.613609,1.040793,1.087864,-1.134055,-1.630528,1.553557,-0.328132,-0.730616,-1.205721,0.428739,-0.062619,-0.308925,-1.366062,0.131607,-0.838502,-0.322747,-1.324595,-0.634605,0.996079,1.025939,0.123062,0.430504,-1.448721,-1.440406,0.466628,-0.459276,-0.384799,0.476479,0.24883,-1.634961,0.178689,-0.629758,-1.24269,-1.597215,-0.05418,1.618435,-1.74617,-0.560928,1.458884,0.018467,0.56803,1.380059,-0.167677,-0.953573,0.525111,-1.704768,0.012381,-0.723764,-0.132419,0.304891,-1.458116,1.112967,-0.602797,1.223919,0.89546,-0.954683,-1.607984,-0.581972,1.074034,0.873783,0.67914,-1.417844,-1.043485,-1.521129,0.634768,0.423475
-0.385167,-0.518443,-0.161352,0.242232,-0.222569,-0.808194,-1.73398,0.799416,-0.877961,-0.28884,1.512777,-1.423879,-0.276864,0.07081,1.243577,-1.275501,-0.603843,-1.613021,1.630688,0.313459,-0.024135,-0.271129,1.082597,0.316464,-1.155488,0.354878,1.273092,0.897222,0.110933,-1.619965,1.489585,1.346411,0.249093,-0.874291,0.11181,-1.663003,-0.133501,0.203321,-1.073591,-0.139194,0.656528,-0.607632,0.108185,1.160597,1.007395,-0.192857,1.287472,-0.323478,1.123935,0.122482,1.608253,0.475271,1.678589,-0.920026,0.962141,-0.694594,0.831221,1.102728,0.203097,0.455387,1.494218,1.18823,1.091116,-0.772632,-0.885307,1.653757,-1.717612,0.275879,-0.131031,-1.175065,1.146509,1.616936,-0.764201,-0.479471,1.514201,-0.229398,0.674835,0.718904,-0.297766,1.310728,1.283235,-0.165326,-1.000918,-0.563816,0.612753,1.580784,-1.257736,-1.514533,1.0676,1.725602,0.686856,0.063804,1.587134,-0.327939,1.245762,1.368693,0.956192,-1.532275,-1.119583,-0.590402
0.750112,1.482365,1.587266,0.612632,1.216509,-0.088176,-0.617361,1.712191,-1.139869,-0.310167,0.666405,1.336659,-0.167166,-0.570644,0.685773,-0.679142,-0.94514,-1.16422,0.589745,1.086966,-1.185011,1.613134,0.811542,1.710275,-0.648378,-0.467013,-1.084608,1.635036,0.345878,-0.802074,-0.679768,1.623995,-1.3632,-1.008809,-0.665313,1.150804,-0.223058,-1.290314,-1.044392,1.09009,-0.322308,0.318185,0.402529,0.982572,0.067488,-1.468509,-1.133505,0.1563,-1.396569,0.483461,0.755262,-0.552915,-1.241799,-0.38665,0.107975,-1.384593,-1.25688,-1.178157,1.370918,1.12065,0.835068,1.417074,-0.868083,-0.982382,0.048702,-1.22056,-1.07061,-0.794215,-0.704768,-0.008655,1.688773,0.15534,1.271649,-0.48781,-1.18563,0.122404,-0.949115,1.567841,-0.311748,-0.392997,0.898421,1.173022,0.649582,0.140508,0.242096,-1.368178,0.116638,-0.07042,1.035285,-0.145824,-0.460235,1.611024,-1.257799,1.399577,0.449234,-1.397687,1.091606,0.822986,0.102183,-0.433091
0.412914,0.642365,-1.683943,-0.946172,-1.314447,-0.413888,-0.48676,1.150701,1.031682,-1.236447,1.087546,-0.769086,0.228035,-0.751888,0.90988,0.777722,0.627805,0.841958,-1.297851,-1.298389,-1.04092,0.841934,-1.004735,0.447319,0.211976,-1.278322,0.500183,-1.429746,0.616312,1.21728,1.031369,-1.743316,0.114106,-0.934441,0.598032,-0.058878,-0.569127,1.3885,-0.431003,-0.471327,0.179957,0.432984,0.437664,1.051225,0.116997,-0.420276,1.687375,-1.364952,-0.449389,-0.601668,-1.4209,-1.27206,-1.041656,0.892176,0.015324,-0.988465,-0.407438,-0.040672,0.897058,0.041745,-0.292379,0.680414,1.075255,0.38615,-0.950727,0.198296,-1.028694,-0.10981,-0.288889,-1.057311,0.350101,1.097742,0.290751,0.000123,0.455616,-0.041412,1.139596,-0.380436,-1.025749,-0.887662,0.155872,-0.455089,1.649978,-1.616443,1.153163,0.402574,-0.066648,0.692453,-1.695325,-0.430888,-0.600252,1.530006,-0.292998,-1.002847,-0.688428,1.629597,-0.036138,-0.948495,-1.561874,0.780405
-0.329475,-1.073796,-0.708828,-0.629605,-0.771043,-0.528264,0.363229,-1.454793,1.147208,-0.919452,1.516348,1.343449,0.687161,1.397844,1.220444,-1.640106,0.456989,-1.002714,-1.605013,-1.654654,0.820338,-1.466319,-1.64348,1.515219,0.86611,-0.132955,1.584249,-1.096639,0.391466,-0.0531,-1.645642,1.592781,-0.562441,-0.517545,-1.562137,1.439346,-1.043452,0.493447,-1.188725,-1.203027,1.130348,-0.633738,0.123144,-1.324675,1.221422,-1.005473,-0.058098,-0.728842,1.346715,-0.915729,-0.45859,0.906314,0.670352,1.346432,0.924704,-1.040729,-0.843433,-1.318382,-1.423506,1.20451,-1.668404,0.493868,0.186493,0.50629,0.339166,-0.265929,0.192977,0.712816,-0.793478,-0.51892,0.42291,-0.457566,1.250719,-1.25472,-1.659427,0.861149,-1.379508,-0.421768,-0.815916,1.639643,0.915545,-0.05743,0.012457,0.282856,1.681456,-0.851929,-0.834136,0.241984,-0.123177,1.450435,0.243093,-1.024938,-0.742921,-0.317702,1.293236,-1.424241,1.215341,0.248145,-0.521862,1.118415
-0.738508,-1.382145,-1.001498,1.24417,-0.997812,-0.535934,-0.909034,1.030613,-0.865981,0.499178,0.035979,0.394719,-0.191951,-0.773517,1.532558,-1.502973,-1.088028,0.517169,-1.002107,0.748521,-1.585327,1.751805,1.035091,-0.584132,1.193356,-1.522451,-0.025552,-1.593154,-0.871577,-0.95256,-1.426699,0.973488,-1.45599,-0.266186,1.065991,-0.29514,-0.027621,-0.122972,1.614254,1.007458,-1.225683,-0.382823,0.269825,0.436595,-0.264764,-0.832185,-1.554071,-1.544483,0.256682,-0.649618,1.04594,-0.009169,1.01202,-0.347025,0.290368,0.889578,-0.534894,0.241968,-1.411711,-0.98886,1.198608,-0.445864,0.106984,0.075959,-0.033279,-0.598397,1.166915,0.556586,-1.159759,0.551895,1.528159,0.508667,1.185636,-0.038779,0.052379,1.558001,-0.51656,1.121234,0.91436,0.585421,-1.111717,-0.339707,-1.676069,-0.58524,-1.210009,-0.613157,-0.408822,-1.400458,0.425476,1.452619,-0.571352,1.430717,0.191271,-1.684505,0.683077,0.687005,-1.474431,1.338952,-1.418009,0.501862
-0.500901,-1.370249,-1.626512,-0.1532,-1.130581,-1.310016,-1.610606,1.017516,1.072521,-1.067959,0.173793,-0.024076,-0.890231,-1.677347,-1.444119,1.025396,-0.938274,-0.232838,-1.695331,0.425341,-1.249273,-0.231766,-0.700455,0.559155,-0.669844,-1.373981,0.746653,-0.356802,-1.18786,0.691142,-1.572935,-0.529451,0.380457,0.153723,-0.396278,-1.751835,-0.156654,1.138569,1.035771,0.25551,1.267433,0.933107,1.351961,-0.552198,-0.557107,0.550902,1.583385,-0.654938,0.318465,-1.099072,1.575639,-1.337263,0.467761,-1.678597,-1.130436,-1.615485,-0.343015,-0.046203,1.630318,-1.575168,-0.821484,0.336804,0.368718,-0.012459,-0.309851,0.198408,-0.342278,-1.232325,0.570515,1.124213,1.045602,-1.010582,0.210592,-1.316523,-1.452611,0.967697,-0.760513,0.400245,-0.693719,1.308503,-0.291044,-0.487464,0.944779,1.272204,-1.402761,1.481187,-1.134633,0.735281,0.585089,-0.870166,1.419475,-1.390352,0.57397,-1.034526,-0.990081,-0.877718,0.302296,-1.223244,0.941569,-0.466224
-0.690372,-1.359345,-0.963496,0.163248,-0.488867,0.29864,0.284933,1.780018,-0.070461,-0.762043,0.879082,-0.231121,0.616262,1.472897,-1.226786,0.885892,0.501424,1.069411,1.110409,-1.067988,1.087804,-0.327543,1.576143,-1.076143,1.255974,-0.178864,0.008665,-1.30562,-0.321418,-1.050771,-0.002096,-0.183361,0.008857,-0.742642,-0.459592,0.502673,1.183893,0.707058,0.632018,-0.069917,0.657276,-1.61211,0.416613,0.620168,1.596647,-0.705407,-1.420894,-0.931542,-1.316992,-1.759636,1.719848,0.736373,-1.190305,-1.367869,-1.101752,0.081163,-1.638601,1.60481,1.40187,0.674703,-1.085855,-0.548799,-1.281461,0.157289,-1.444746,1.432068,-0.020267,0.059362,-0.795762,0.603623,-0.525289,-0.577667,1.600841,-0.134721,-0.682092,-1.218592,0.873357,0.265851,0.392372,-0.757144,-0.827403,0.531834,0.744421,-1.180409,1.002735,0.307363,-1.430406,-1.801858,0.593174,-0.799868,-1.255763,1.440543,-0.580246,-0.879368,-0.555228,-1.609657,1.13147,-1.540211,1.149191,-1.716066
0.511123,0.861804,0.410814,1.053989,0.313147,0.556757,0.844372,-0.514602,1.585139,0.87549,-0.270839,-0.512706,-0.97149,0.450119,0.669462,1.573908,0.710592,1.759124,0.537675,-0.478987,1.038684,-0.389451,-0.575829,-0.830516,0.733913,-0.65702,0.940326,0.135856,0.81741,-0.01275,-0.317482,-0.718712,-0.315317,-1.401705,-0.874726,1.307654,-1.207512,0.868289,0.349114,0.396449,-0.375539,-0.902733,1.42281,0.662372,-0.280848,0.57051,0.747333,1.26749,-1.183639,0.028863,-0.15688,1.425677,-0.746644,0.821927,1.038032,0.1134,0.366028,-1.44165,0.258525,1.310161,1.011326,0.084583,-0.015227,0.157773,-0.199674,-0.689577,-1.270062,1.645071,-1.160073,-1.475434,1.535914,-1.31052,0.191997,-0.327565,-0.722094,-0.929741,-1.089871,0.47067,-0.415823,-0.836191,1.337915,0.587278,-0.303626,-0.596023,1.590977,0.250435,0.490214,-0.630022,-0.286335,0.115162,-0.647384,1.390919,-0.262968,0.970849,-1.625453,-1.499844,-1.196728,1.515761,1.660975,0.867934
1.564467,1.26038,0.221038,-0.975474,0.813338,-0.99178,-1.409901,1.716933,-1.118965,-1.507827,1.217932,-1.437344,1.219373,-1.341771,0.290232,1.670344,-1.253802,1.61248,0.190216,1.646501,-1.143662,-0.040118,-1.101544,0.942048,1.233846,-1.241089,0.496776,-0.007245,-0.583738,0.174387,1.501507,-0.111034,0.005409,0.245305,-1.275315,0.421222,-1.086849,1.142387,-1.158859,-1.661238,0.564065,-0.465879,0.301936,1.664125,-1.569302,-0.836339,0.435876,-1.070101,-1.576644,0.340446,0.223331,0.506248,-1.320277,-1.367921,-1.068163,-0.537402,-0.916474,1.271571,-1.103002,-1.011022,0.872759,1.190252,-0.872641,0.805991,1.251187,-1.383425,-0.705263,-0.220071,-1.540875,-1.216299,-0.802825,-0.446855,-1.477111,1.446598,-0.506195,0.207199,1.361078,-1.696329,-0.17261,1.438306,0.313943,0.708571,0.012455,1.606641,-1.465827,-1.398024,1.718494,1.617152,0.411697,-1.401894,-0.982839,1.141389,-0.269643,0.59638,-0.417701,0.896834,0.048913,0.079137,1.824636,0.182346
-1.806535,-1.615205,-1.277879,0.193572,-0.811296,-0.182712,-0.794973,-0.682346,-1.535544,1.434141,1.093865,-0.241264,-0.345893,-0.718778,-0.312119,-0.108732,0.209274,1.309498,-1.037034,-0.678938,1.171102,0.225403,0.831819,0.256,-0.344298,-0.734811,0.993795,0.087301,0.736446,-1.399026,1.27309,1.160022,-1.003092,1.778225,-0.279015,1.621313,0.580567,-0.630592,-0.590987,-0.451901,-1.467089,1.408126,1.747381,1.432789,0.993782,-1.287354,-1.430904,-0.011551,-1.439415,-0.113664,0.496253,0.851108,-0.791528,-0.919806,-0.737975,1.342609,-0.015953,0.389003,-1.059949,0.392065,1.282435,1.048649,-1.598421,-1.343276,-1.086335,-0.443329,1.510507,1.629624,1.181721,-0.112498,-0.407524,-1.622142,1.878697,-1.072068,-1.459865,-0.112332,0.988091,-0.225823,1.225705,-1.113691,-1.233418,-0.020727,-1.561359,0.786971,0.006326,-1.415302,-0.010143,-1.409469,0.125257,-1.631117,-1.69499,1.527902,-0.266198,1.066676,1.416591,0.253189,1.638718,1.514071,1.781383,0.781433
-1.218491,-1.161342,-0.160857,-0.441957,-0.611734,0.925876,0.923314,-0.377779,-0.852161,0.768771,0.62983,-1.543525,-0.851453,-0.176021,-0.103631,0.348668,0.797739,-0.843869,0.437922,1.346607,1.369689,-0.972248,1.117144,0.947586,-0.211194,1.008582,0.075328,0.779931,-1.293321,-0.515773,-0.232507,-0.097516,0.719465,1.094318,-0.853471,-0.078536,0.280269,-1.147774,0.440633,1.090715,0.779292,-0.36754,1.756944,1.673701,1.451425,1.532188,-1.197035,0.768127,0.037723,1.748385,-1.610211,0.544427,0.75967,0.417372,1.451163,1.317281,0.622659,-0.321428,-0.826388,-1.485988,-1.264395,0.081586,-0.297366,-1.380573,0.402766,0.119821,0.462671,0.347309,0.541435,1.498787,-0.171966,0.293501,0.071156,1.446567,0.177195,1.2643,0.805095,-1.065316,1.03676,-1.025934,0.148199,-0.761781,0.700791,-1.55763,-0.70685,0.288659,-0.356148,-0.240284,-0.15792,1.40657,-0.940635,1.322323,0.259877,-0.107241,0.735774,-1.095819,-0.675931,-0.328983,-1.264983,1.696337
-0.462841,-1.202616,0.142067,-0.734049,-0.621882,0.141545,-0.401754,0.427977,-1.193532,0.243378,0.45714,-1.518083,0.226391,1.623064,-1.378743,-0.668879,0.580321,-0.339198,-0.896199,0.503954,-1.348594,0.590498,-0.833227,-1.404199,-1.549555,-1.515287,0.938429,-0.602695,-1.527898,-0.961026,0.922729,-0.387439,-0.345503,-0.705288,1.152957,-0.28114,-0.882181,-1.513148,0.277115,-1.667132,-1.479284,1.258946,-0.03735,-0.36948,-1.268897,-0.062483,0.213521,-0.998487,-1.224486,-1.172053,0.267508,-1.640599,1.443049,1.278124,0.171747,0.345569,1.578836,-1.432249,-0.003589,0.480023,0.085767,-0.387166,-1.068127,1.636586,-1.509713,0.998331,-0.326006,1.134362,1.685541,-1.533036,-0.434544,1.028467,-0.199035,0.899429,1.25405,-1.035059,1.170329,-0.338058,-1.454535,0.113524,1.553469,1.370619,-1.379873,0.364943,-0.903008,-0.981486,-0.318809,0.106069,-1.605497,-0.864549,-0.191661,1.500463,1.659865,-0.677648,-0.924232,0.858174,-1.766549,-0.43554,-0.645416,-1.243062
1.730957,1.498577,1.265678,0.494408,2.129521,-0.806642,-0.59296,-0.487443,1.576261,1.438132,1.620478,-1.644024,0.771285,0.405766,1.537268,0.925398,-1.316964,0.216679,-1.357428,-1.314658,-0.21857,0.86732,-1.632624,-0.745014,-0.325724,-0.092299,-0.133063,1.464899,0.183718,0.777115,-0.481894,-0.722105,1.562334,-0.088279,-1.034667,-0.830322,-1.113017,1.475227,1.342848,-1.591059,-1.016166,0.967565,0.401326,0.294278,0.268563,-0.813959,-0.352098,-0.592398,1.673753,-0.396949,1.613795,1.250731,1.204984,-0.744192,0.446906,1.726701,-0.855153,1.179285,-0.446093,-0.257731,-0.043638,-0.51017,0.512957,0.661753,-0.473531,-0.970847,1.068212,-1.62262,0.041166,0.384802,-1.225118,0.321975,0.171194,0.505527,1.412759,-0.144399,1.531312,-1.686542,0.283442,1.104064,-1.407545,-0.956192,-1.158015,-1.32653,0.386736,-0.44616,1.408931,0.238856,0.527915,0.260286,0.341487,0.442491,1.495223,0.009285,-1.19628,-0.007446,1.533212,1.435204,-0.716269,1.00269
1.308026,0.62191,0.34927,1.571899,0.430225,-0.446109,-0.918505,1.753487,0.602958,1.34725,-1.388518,-0.084034,-0.42301,-0.410418,-1.577347,-0.194785,-0.764443,0.180697,-0.852814,-0.88082,0.307805,-0.157464,-0.243792,-0.113894,1.665855,-0.563328,1.24645,-0.952245,1.604063,-0.919413,-0.745488,-0.683961,1.61218,1.061887,0.157944,0.521185,-0.929051,0.780146,-0.408116,-0.004589,0.361309,1.267369,0.086123,-1.229038,-1.495003,1.417525,-1.102614,1.545438,1.407953,-0.168123,-1.291834,-0.189916,0.853655,0.862483,-1.137761,-1.521778,-0.300226,1.203721,-0.41027,-0.231189,1.43348,1.538406,-1.069902,-0.822419,0.227393,0.820562,-1.175591,1.028097,0.742225,1.127677,-0.933295,-0.844662,-1.354816,-0.437211,-1.621983,-0.426855,-1.35697,1.347503,-0.041577,1.425087,-0.229477,0.37825,-0.432989,0.408307,0.000825,-0.556257,1.621859,-1.341417,0.23409,-0.388352,-0.730068,1.495965,-0.077975,-0.790097,-1.341511,-1.179494,1.26358,0.643531,-0.651224,-0.937829
-1.267011,-1.549365,-1.350372,-1.583338,-0.910621,-0.019362,0.481094,0.934912,0.963849,-0.864794,-1.302556,0.567748,0.597535,-0.953056,0.997665,1.432947,-1.278525,-0.093562,0.89946,-1.196221,-0.629056,1.69214,-0.716998,0.902095,0.800857,-0.679932,-0.823896,0.290366,1.326953,0.124592,-0.07839,-1.407843,0.386683,0.351561,-0.777075,1.460784,-0.669562,0.409169,-1.679947,-0.788995,-1.181724,-1.433805,1.306908,-1.651633,-0.147411,0.812576,0.218252,0.309713,-0.246925,-0.798445,0.480638,-0.561305,-1.229247,1.386604,-1.601515,-0.08634,-1.643675,-0.213516,-0.626355,-1.01144,-1.048593,-1.590928,-0.042482,1.504496,0.676414,0.336461,-1.167659,0.514064,-0.736565,-1.237284,0.103165,-1.19133,0.975538,0.046997,-0.527829,1.634803,1.594117,-1.274197,1.403362,-0.126749,-1.609216,0.586675,-1.473446,1.626209,1.688656,-0.984995,1.269065,-1.476722,0.118909,-1.12544,-1.642867,-0.9974,0.757402,1.493798,0.840689,1.292783,0.735455,-0.388458,-0.33916,-1.492391
0.786451,0.284655,-0.779935,-0.747972,-0.35087,-0.737757,0.754943,-1.567263,1.465597,-1.428544,1.173469,-1.64461,0.8931,1.48139,-0.478294,-0.460277,0.834468,-0.23573,-1.069076,-0.197866,-0.478399,1.329716,0.361298,-0.847778,0.639765,1.405082,-1.104507,1.373068,-1.474436,-1.054061,1.720176,-1.256908,1.517693,0.700619,0.623103,0.188355,1.307723,1.604644,0.516624,-0.293998,-1.304343,-1.04437,-1.740417,1.131761,0.762215,-1.689088,-1.475336,-1.169275,-0.807287,1.770582,-1.310764,0.96432,-1.367553,1.546576,-0.350703,-0.221991,-0.023781,1.468953,0.360784,0.230922,1.372216,-1.365265,-1.571865,1.375662,-0.244679,1.328536,0.73138,0.114418,-1.462933,-1.324856,0.125116,-1.18362,1.04402,0.849889,0.099679,-0.104387,1.183707,-1.311249,0.679342,0.217207,-0.484574,-1.214413,1.312801,0.815558,-0.668112,1.064031,0.516719,0.282636,-0.73086,-0.09331,0.791087,-0.996025,1.289738,0.093639,-0.416126,0.59051,1.039485,-0.000301,-0.28385,1.266884
0.84973,0.890135,0.151274,-0.214453,0.375921,1.672803,0.37844,1.449591,-1.012768,0.537999,0.291348,-0.065114,0.354376,0.717992,-0.031588,-1.157102,-0.768174,-1.109945,0.120899,0.363306,0.729268,-1.031098,1.642312,-1.267247,-1.653807,0.623917,-0.700572,1.521383,1.433953,-1.262989,0.377903,-1.477928,-1.676949,-0.388744,0.000036,-0.540789,-1.642983,0.091794,0.608184,1.405178,-0.054784,1.412272,-1.417606,0.673963,-0.08485,-1.229137,1.261342,-0.380297,0.877989,-0.446051,1.464025,-1.157988,1.571748,-0.772258,0.394754,1.569465,-0.356181,-0.183861,-1.698174,0.208657,-0.639386,1.267336,1.182619,-0.911621,-0.127765,-0.913625,0.375933,0.865641,0.617607,-0.508358,0.645363,1.610882,-0.580789,0.223984,-0.515795,-0.748345,-1.509783,1.730564,-0.045098,-0.236989,1.201057,1.283139,-0.766483,0.035662,1.228316,0.833973,0.288326,-0.206276,-0.465062,-1.124928,-1.160554,0.734865,-1.804086,-0.190229,-0.926771,-0.800251,-0.917869,0.538251,-0.869974,-0.154989
0.982902,1.681554,-0.918782,-1.389164,-0.712569,3.329446,1.70829,1.310617,0.080703,0.657189,0.823648,-0.059541,1.660408,-0.684415,1.575213,0.043214,1.12967,-1.692945,0.873657,0.981997,-0.57918,0.541271,1.544695,-0.061513,-0.064667,-0.341781,1.330694,0.762249,0.140478,0.212163,-0.862559,1.117118,1.368187,0.174544,0.494448,0.123667,0.056709,0.949704,-1.698241,-1.546298,0.1281,0.216915,0.57274,0.851693,-0.976375,1.244319,-1.363847,-0.286005,0.129152,-0.089445,-1.193893,1.264851,-0.330113,-0.094337,0.561937,0.468048,-0.059253,-0.503174,-1.681107,-0.081004,1.251746,-0.988634,1.205156,-0.852322,-0.365339,1.169537,-1.123059,0.329624,-0.381219,0.303859,0.245598,1.717071,0.888374,0.838187,-0.066747,1.674099,-1.448083,-0.844089,0.966386,1.49768,-0.418757,0.748054,-0.081915,0.402776,-1.378498,0.575718,-1.495873,0.777808,-1.572523,1.604966,0.939042,-1.531801,-1.703622,0.965861,-1.338226,-1.57858,-0.702326,0.306933,-0.333699,-0.420482
-0.800046,-0.520933,-1.012841,-1.711837,-0.967697,-1.147511,-1.24156,1.215189,1.325583,-1.225266,-1.150133,-1.292271,1.098115,1.349657,-0.993867,0.815816,-1.617481,-1.470888,-0.847249,-0.834144,-0.743603,-1.107907,0.775981,1.693938,-0.43766,-1.587891,1.192065,1.00774,0.407733,-0.894443,-1.407658,0.457959,0.665594,-1.239607,-1.373601,0.752991,1.385203,1.548627,-0.192896,1.04198,0.471406,1.643047,0.120619,-0.63661,-0.852602,-0.313643,0.250075,-0.202531,0.137625,1.40598,1.628038,-0.827927,0.799813,-1.555803,0.103234,0.846674,0.702204,-0.863154,0.011395,-1.112375,0.781594,-1.100017,0.243156,1.358932,-1.298389,-0.146279,-0.263248,-0.853935,-0.009491,0.124234,-1.161003,-0.017588,0.816913,-1.457622,1.017681,-1.402724,0.323933,0.131492,-1.069069,0.962864,0.773939,-1.053379,-0.926341,0.886095,-0.154819,1.095599,1.429631,-0.369347,-0.522688,-0.906168,-0.963063,1.262427,-0.736875,1.680608,1.169177,0.827333,-0.098755,-0.940161,-0.985052,0.466709
0.668224,0.398994,0.601692,1.150295,0.435535,0.07054,-0.528152,0.879464,-1.455986,0.29532,0.685141,-1.187745,1.697893,0.428986,0.144038,1.306818,-1.751075,1.252154,1.307614,-0.081748,0.760792,-1.546157,-1.450574,0.756335,1.294962,-1.109306,-0.891272,0.299049,1.448521,-0.012657,-1.329567,0.01683,-0.717868,-1.503508,-1.192324,-0.769584,-1.450044,-0.982633,0.844081,-0.088767,1.201167,0.509994,0.688527,0.120803,0.431677,1.264383,-0.378081,-1.633006,0.003385,-1.5378,-1.104828,0.487558,-1.247259,1.232718,-0.195029,0.692759,1.331455,-0.721636,-1.195363,-0.249803,-1.672626,-0.982656,0.521127,-0.054335,1.588881,1.787577,1.317115,0.857122,-1.13833,-0.209233,1.053761,-1.563931,-0.700937,0.556643,-1.401064,-1.216743,0.799424,0.424063,-0.820854,0.672165,-1.670523,-1.333137,-1.591467,0.225917,0.883634,-0.292771,0.191977,0.169262,-1.363989,0.735221,-0.966554,-0.969284,1.207941,-0.861332,-0.835086,0.097373,1.379219,-0.603257,-1.07069,1.425424
