f1,f2,f3,f4,f5,f6,f7,f8,f9
Li2Fe2Si4O11,P1,-2.768,0.081,0,38,2.958,464.73,TRUE
Li3Fe4(Si3O10)2,P1,-2.633,0.082,0.054,33,2.777,438.109,TRUE
Li2FeSi3O8,P1,-2.826,0.082,0,28,2.507,373.616,TRUE
Li3FeSiO5,P1,-2.486,0.083,2.254,20,3.575,171.619,TRUE
Li5Fe5Si7O24,P1,-2.635,0.084,1.827,41,2.433,610.604,TRUE
Li4Fe(SiO4)2,P1,-2.543,0.089,0.232,15,2.781,159.895,FALSE
Li2Fe2Si8O19,P1,-2.927,0.091,3.508,31,2.776,391.367,TRUE
Li3FeSiO5,P1,-2.474,0.094,2.173,20,3.615,169.712,TRUE
Li9Fe4(SiO5)4,P1,-2.391,0.094,0.005,37,2.617,455.754,FALSE
Li4Fe3(SiO4)3,P1,-2.524,0.099,0.976,22,3.031,258.368,TRUE
Li2Fe(Si2O5)3,P1,-2.882,0.104,0.189,24,2.624,302.599,FALSE
Li16Fe4SiO16,P1,-2.132,0.106,2.139,37,2.668,384.899,TRUE
LiFe2(SiO4)2,P1,-2.426,0.114,0,39,2.753,547.911,FALSE
Li7Fe7SiO16,P1,-2.087,0.118,1.492,31,3.233,371.607,TRUE
Li2Co3(SiO4)2,P1,-2.343,0.024,2.47,45,3.408,547.959,TRUE
Li3Co2(SiO4)2,P1,-2.441,0.055,0.376,15,3.088,173.602,TRUE
Li3Co2(SiO4)2,P1,-2.439,0.057,0.23,15,3.024,177.312,TRUE
Li2Co(Si2O5)2,P1,-2.862,0.07,3.06,34,2.74,418.368,TRUE
Li6Co(SiO4)2,P1,-2.545,0.071,2.685,17,2.753,171.772,TRUE
LiCo3(SiO4)2,P1,-2.25,0.076,0.005,42,3.318,552.402,TRUE
Li5Co4(Si3O10)2,P1,-2.529,0.082,0.176,35,2.94,428.648,TRUE
LiCoSiO4,P1,-2.348,0.087,1.333,14,2.451,214.044,TRUE
Li3Co2(SiO4)2,P1,-2.406,0.09,0.323,15,3.043,176.207,FALSE
