f1,f2,f3,f4,f5,f6,f7,f8,f9
30,38,0,MIA,SD,91,16,,
35,7,12,BUF,IND,91,16,Sunday_Night,
27,0,2,NO,LAA,91,16,Monday_Night,
20,24,3,HOU,NYG,91,17,Saturday,
7,27,6,MIN,GB,91,17,Saturday,
21,27,3.5,LAA,KC,91,17,,
17,3,5.5,TB,IND,91,17,,
22,24,3,WAS,PHA,91,17,,
31,27,3.5,DAL,ATL,91,17,,
27,3,6.5,NO,PHX,91,17,,
17,10,3,PIT,CLE,91,17,,
20,23,6,MIA,NYJ,91,17,,
14,17,6.5,BUF,DET,91,17,,
17,14,2,DEN,SD,91,17,,
7,29,2,NE,CIN,91,17,,
23,9,6,SEA,LAN,91,17,Sunday_Night,
52,14,5,SF,CHI,91,17,Monday_Night,
