f1,f2,f3,f4,f5
178,76,160,85,266
167,61,170,90,261
170,70,110,60,244
178,82,155,90,242
172,133,160,100,207
169,65,105,75,218
172,92,165,120,205
168,70,130,80,200
176,89,120,75,243
168,80,140,80,353
176,80,130,80,245
178,81,110,70,281
158,59,175,105,150
172,87,150,90,229
176,80,125,90,259
172,74,140,75,241
180,68,110,80,320
170,90,140,95,347
174,95,120,90,253
176,63,120,75,226
165,82,140,90,228
179,69,110,80,235
186,90,140,80,310
