f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50
1.674909,1.280924,1.736787,0.461029,2.251588,-1.231246,0.542198,0.147841,0.903963,1.273664,-1.830242,1.607774,-0.434905,0.616074,0.649444,-1.188045,1.009688,-0.419417,1.203138,-1.747483,-0.649218,-1.097726,1.654807,0.882635,1.124441,1.269472,-0.229106,0.866046,-1.621058,1.380392,1.287136,-0.404401,-0.020158,-0.992491,1.027388,-0.441526,-0.774919,0.862454,-0.726455,-1.367196,0.253247,-1.494632,0.835307,1.349971,-1.183412,0.362725,-0.210211,-0.167005,-0.27071,-1.479717
0.194525,-0.228862,0.520984,0.89667,-0.172,0.760949,1.378376,-0.06858,1.511047,0.869289,1.622984,0.576293,-1.242686,1.406797,-0.079086,-1.571758,0.777379,-0.485285,-0.18801,0.938993,0.926348,1.710506,-1.586592,-0.744781,0.968258,-1.437883,1.663712,0.79788,1.295135,-1.206077,-0.822898,0.294627,0.889381,-1.291227,0.829441,-0.762848,1.367535,0.952479,1.508567,1.59312,-0.433986,1.022512,-0.004713,-1.424652,-1.496163,0.866681,1.172084,-0.301122,-1.233008,-1.520983
-1.692383,-1.453656,-0.956239,1.43061,-0.974224,-0.559627,1.146549,-1.179076,0.04444,0.944052,0.818408,-0.943151,0.942242,0.662271,-0.155329,0.620387,0.549946,0.001135,-1.509567,0.371281,0.341941,0.711552,0.582501,-1.271272,-0.477239,-0.787497,-0.539249,0.244936,0.523619,-1.00674,1.439402,-0.899962,1.548011,0.902036,-1.345503,1.615122,0.207329,-1.405809,0.338424,1.244698,-0.609624,-0.639347,-0.439611,1.191897,-0.574713,-1.676177,-1.24258,1.335235,0.162184,0.980982
-0.368898,0.388581,1.301214,0.609222,0.687081,-0.39687,-0.489684,-0.44244,1.079661,0.808866,-0.145593,1.212742,0.25164,1.097685,-1.355582,-0.721608,0.946504,-0.002027,-0.017377,-1.618814,0.688205,-0.062265,-1.015161,-1.277585,1.541735,1.459229,-0.180557,-1.306257,-1.618255,1.749413,-0.858812,-1.095863,-0.77288,0.01055,0.856467,0.568253,-1.693537,0.212468,0.966415,0.332452,-0.119899,-0.087015,-0.979975,1.189502,-0.271602,-1.199561,-1.399403,-1.046909,-0.499962,1.441102
0.339734,-0.062828,1.001132,1.385587,0.614789,-1.015424,-0.928034,-1.392291,0.555503,-0.36361,-1.166864,0.260465,1.621206,0.322776,1.428843,-0.142781,1.432542,0.792363,0.349177,0.695841,-0.728429,1.666812,1.700684,-0.288607,1.613318,0.743254,-1.665889,-0.825265,-0.13098,0.324711,0.084091,1.362445,0.899291,1.141038,-1.071323,0.40191,0.307609,-1.046735,1.014927,1.581868,0.981399,0.972339,1.722183,-0.076486,-1.282305,0.104803,-0.297959,-0.291639,1.522648,1.652167
-0.269939,-0.970957,-0.482895,-1.106507,-0.530737,-0.089757,-0.465625,1.165247,1.557191,-0.987031,-0.584334,0.028686,-0.965272,-0.870776,1.644607,0.928022,0.629587,-0.095022,-1.506439,0.056881,0.095472,-0.473959,-0.428808,-1.173945,0.757719,0.50688,0.757101,1.167447,0.428975,0.250794,-0.980739,-1.099572,0.845497,1.385109,0.563271,1.542743,-1.510006,0.615384,-0.420807,1.496921,-0.586705,-0.886196,1.807805,-0.766385,-0.825382,0.888971,-0.302142,-0.443052,1.084345,-1.157746
-0.250733,0.277542,0.192103,0.396395,-0.008464,-1.615852,1.186155,-1.568211,-1.393482,-1.561684,-1.616776,-1.365951,0.126691,1.076052,-0.2489,0.511498,1.366889,1.598819,-0.505832,-0.577181,-0.058731,0.553321,-1.247633,-1.024062,0.553163,1.161768,-0.804588,-1.721879,0.181346,-1.161983,0.496998,-1.084161,0.29777,1.427855,0.652876,0.631942,0.900811,0.206347,-1.032212,1.643068,0.519281,-1.722493,-0.722907,0.641438,-0.916438,-1.466212,-1.637285,-0.091146,-1.369303,1.555238
-0.794156,-1.631775,-1.247924,-0.349125,-1.075216,1.364388,-1.166187,0.132381,1.598837,-1.13245,-0.179016,0.606225,0.066924,-0.54214,0.340766,-0.38167,0.87014,0.906453,0.54351,0.760851,0.828357,0.449624,0.222191,-1.027023,-1.23615,1.026993,0.49563,0.640047,1.132823,-1.084952,-0.740994,0.943579,-0.47121,-0.582544,-1.080279,0.199142,-1.368887,-0.800939,0.543032,-0.792642,-0.75576,-0.556268,1.491472,1.632778,-0.701421,-1.745127,-0.678735,-1.057076,1.026918,0.709548
-0.993166,-1.610429,-0.205517,0.23017,-0.479267,-1.286876,1.688862,1.251772,1.61047,0.955865,-1.494532,1.482417,1.367078,-1.024275,0.960951,1.208005,-0.282042,-1.214953,-0.938932,-0.174967,1.537961,-1.36516,-1.620788,1.375699,-1.431971,-1.574459,0.939635,-0.285084,-1.405656,1.647867,-1.223995,-1.128545,1.498057,0.265337,0.120752,1.379087,0.651653,0.612604,1.515257,0.314123,0.115855,-0.338615,-0.519492,1.156974,0.746392,-1.335963,1.396795,-1.155692,1.305525,0.478247
0.24079,-0.016809,-0.707806,-0.153724,-0.662791,1.275765,-1.042269,-1.569059,-0.849165,1.671808,1.158389,-1.589982,-1.612337,1.207909,-0.647332,0.396471,-0.82574,0.722253,1.412243,-1.178675,-0.319174,0.294276,1.056465,0.925642,-0.265896,0.843262,1.362248,-0.402293,0.687225,-1.500696,1.532346,-0.572988,-1.502145,-1.071712,-0.175831,0.634655,1.084958,-0.023257,-1.324794,-0.182975,-1.589872,0.28546,0.19114,1.031272,1.178737,0.611888,1.195046,-0.775726,0.54931,-1.318193
-1.152202,-0.559105,-0.940486,-0.690753,-0.593527,-1.496764,-0.25332,1.576996,-1.2604,-0.645497,-0.517044,-0.724848,-1.308425,-1.701954,-1.255865,1.223314,0.438098,0.72021,-0.615194,-0.209263,-1.681508,0.494772,-0.35645,1.486314,-0.777641,0.711221,1.604591,0.847781,-1.644754,1.635933,-1.258325,1.462821,-0.697662,1.002204,-1.251083,-0.885309,-1.597002,1.207415,0.636232,-0.048013,-1.747797,-0.052973,-0.930408,-1.259959,1.088688,0.643158,-1.333521,-0.815296,1.40024,-0.840117
1.121828,1.050531,0.592471,0.518507,0.49148,1.616123,-0.874635,-1.677934,-0.029262,-0.789078,1.690711,0.331614,-0.796734,0.463874,-0.057443,-0.952869,0.365132,-1.518903,0.953554,-0.003189,-1.084119,0.027747,-0.6954,-0.656016,0.605858,1.44525,-0.974139,-0.9719,1.071996,-1.452014,-0.393672,1.411219,-1.343741,0.896221,-0.158617,-0.923629,-0.148357,-0.534462,0.551228,0.264433,-0.347134,-1.557911,0.469346,1.295104,0.998004,-0.608347,1.065304,1.596697,-1.579651,-1.534231
-0.100308,-0.452945,-0.07442,0.770087,-0.374265,1.740918,0.797314,-0.920775,1.242416,-1.215751,0.093545,0.804117,-1.607009,0.204598,-0.191326,-1.159337,-0.921882,0.160181,-0.258269,-0.890143,-1.497512,0.442995,-0.519129,0.288611,-1.679113,1.624902,-0.421339,1.238224,-0.059031,-0.214994,-0.784678,-1.099204,1.298271,-0.278387,0.353896,1.495712,-1.609473,0.730491,1.565655,0.112549,-0.954137,-1.183553,-0.744198,1.069666,-0.372453,-0.365702,-1.552724,-1.385497,-0.999574,0.448767
-1.088714,-1.10873,0.266954,1.540825,-0.213516,-0.863469,1.695382,1.357468,-1.174515,-0.016662,-1.441047,0.03057,0.147587,0.374259,1.47424,-0.760507,-0.227774,1.317992,-1.324363,1.448196,-0.599754,-0.933741,1.624403,0.396632,0.032522,0.527064,-0.443324,-0.566288,0.834816,1.319778,-1.230406,-0.587824,1.15816,-1.033029,0.875122,0.829012,0.183622,0.295216,-0.544265,0.777515,0.08185,1.019811,-1.203973,1.459189,-1.426709,-1.626983,0.232997,-1.593452,1.262281,-0.751634
2.136611,1.818072,0.576937,-0.392529,1.273086,0.876304,0.577171,-0.707437,0.154151,-1.35033,-0.093623,-0.291456,-0.37169,0.899817,0.69483,1.427118,0.51896,1.015204,-0.442915,0.537265,0.508114,-1.62681,-0.463685,1.579898,0.376208,-0.362063,-1.589524,0.894928,-0.909134,1.052015,-1.281194,0.310561,-0.523767,-1.557276,1.22891,1.595151,-0.435578,-1.058375,-1.555043,0.70483,-0.086524,1.22496,1.783558,0.192755,1.403033,1.223863,1.559026,0.458152,-0.812805,-1.125699
-1.408119,-0.756381,-0.042035,0.28114,-0.348835,-1.636571,-1.069945,0.469426,-0.855375,-0.633567,-0.882218,-0.288358,-0.042005,0.366171,0.431698,-0.250062,-1.575994,-0.660221,0.720765,-1.240504,-1.661846,1.55622,-1.276821,1.600214,0.344064,0.806134,-1.597298,0.848132,-1.274736,0.896375,0.988318,-1.485271,-0.138036,0.465513,-0.077807,-0.464551,-0.963425,-0.924973,1.476797,0.474931,-0.039737,-1.249356,-0.020622,-0.623919,-0.298314,-0.497448,0.770643,-1.206096,0.217956,0.774756
2.008168,1.517588,-0.291427,-1.113996,0.075382,-1.140297,-0.592832,1.382668,-0.432947,0.345537,0.600781,-1.504356,1.48693,1.575708,-0.564097,-0.685881,0.95295,-0.88543,-0.824755,-1.060618,-0.227824,-0.133579,-0.64461,-1.682423,0.661741,1.241425,-0.035919,0.419531,-0.62214,0.180661,1.019859,-1.046129,-0.753441,-1.137438,-0.799499,-0.716158,0.965838,1.518982,0.402594,0.891315,1.350944,0.791567,-1.21958,-0.892433,-0.778874,0.105035,-0.206739,-0.516499,-0.384725,-0.145843
-0.710263,-0.413251,0.398536,0.331496,-0.114986,-1.06822,0.552051,-1.255804,0.310602,-0.375742,-1.773158,0.720913,0.777604,0.391432,-0.725841,-1.061656,0.231581,-0.730967,1.014417,-0.359665,-0.491748,-0.957075,0.514789,1.126282,0.64549,1.598204,-0.085466,-0.235371,-1.142851,1.434332,1.207507,-0.034384,-0.83673,1.486006,0.263553,-0.857416,-1.020681,1.605653,-0.890955,0.076658,1.526614,0.555817,-0.402616,0.989971,-0.39123,0.148902,-0.824356,-1.240183,0.224413,0.883668
0.001571,0.064318,-0.252889,-1.087325,-0.313103,-0.195606,0.904583,-0.770647,0.172978,0.86854,-1.770733,1.181005,-1.534412,-0.397013,-1.021042,-0.456213,-1.11396,1.45142,1.174116,1.377104,-0.997633,0.511779,-0.151462,0.677658,0.961597,0.487499,0.934775,-1.38494,1.632914,-1.710033,-0.228644,0.178142,1.291214,1.448732,-0.55591,0.858306,-1.23083,-1.525182,-1.575812,-0.517708,-1.439146,0.017379,-0.909452,-1.266936,0.014192,-1.049333,1.006336,1.180256,-1.069151,-1.451552
1.527449,0.947841,-1.077597,-1.598067,-0.754074,-0.814959,-0.333628,0.347853,1.588176,-1.428143,-1.476117,0.073925,-0.753937,-1.294375,-1.538604,-0.079657,-1.540003,1.279419,-0.658436,0.148954,0.326288,-1.606754,1.132682,1.625017,-1.491662,0.760404,0.817518,-0.047973,0.040119,-1.579472,-1.463389,-0.707161,1.349047,-0.421735,-0.364008,0.424536,-0.129374,-0.482392,-1.609515,-1.064048,0.839028,-0.250148,-0.490165,1.121908,0.231697,-0.347187,1.18724,0.269481,1.367371,-1.224339
-0.124169,0.365271,0.466147,0.644098,0.568343,-0.860928,-1.027377,1.392333,1.489617,0.751938,-1.751893,0.910571,-1.209101,0.623547,1.597838,-1.413516,-0.967381,0.672305,-1.332625,-0.356702,1.402578,0.188495,1.713741,1.175108,-1.467808,1.168913,1.6815,-0.88478,0.392825,1.323907,-1.11654,0.785531,-1.330202,-0.752696,0.604391,0.449267,-1.402292,-0.194683,0.362197,0.927048,0.083937,-1.044291,-1.417288,-0.581143,-0.171916,-0.765151,-0.863767,-1.138196,-1.195256,-0.684835
-1.134034,-0.733034,0.429129,-0.37076,-0.202024,0.379496,0.750306,1.104723,0.552911,-0.164312,-0.478368,-0.560144,1.445495,1.028651,-0.282168,1.212151,1.250701,0.792851,-0.234009,0.086595,0.90941,1.350312,-1.606971,-0.143915,-0.143701,-0.573689,-1.043869,1.603631,-0.215445,1.745608,-1.613481,1.321995,1.43657,-0.129588,-1.506863,-0.771411,0.99424,-1.398347,-1.393612,-1.227215,0.994099,0.30624,0.756807,0.328006,-1.728628,-1.351656,1.168737,0.127365,0.369135,-0.010219
1.607545,1.816626,-1.1507,-1.639579,-1.009684,1.437874,0.93091,0.114082,-0.489299,-1.413416,0.937808,0.408389,-0.843512,1.092661,1.082462,-0.854474,-0.223577,-1.4348,0.737467,-0.260094,-0.097645,0.802455,-0.676105,1.250621,-0.313073,1.066992,-0.692818,-1.141631,-0.459877,-1.479454,0.494813,1.001981,-1.005833,-0.404674,0.65229,-0.739776,0.587569,-1.098445,-1.097011,0.196702,0.948993,0.717052,0.015063,-1.607309,-1.723145,-0.881528,1.410318,-0.690178,-1.545502,-1.379645
-0.636151,-0.938562,-0.535927,-1.373554,-0.344158,-1.463921,1.580701,-0.177644,-0.898669,-0.527806,-1.162055,0.326126,0.778737,1.338416,-1.506416,1.022339,-0.079902,-0.033537,1.16376,0.97218,-1.092488,-0.809764,-1.065169,-0.906287,0.799349,-0.113599,-0.683955,-0.554274,-0.872383,1.485197,0.762205,-0.883823,1.533751,-1.146899,-0.250423,-0.977365,-0.360083,0.926005,-0.269727,-0.265703,0.137716,-1.037955,-0.455803,0.01932,-0.080037,0.509229,1.36977,0.651596,-0.852356,0.717187
-1.573565,-0.863892,-0.373995,1.310204,-0.220096,1.396134,0.316226,0.142811,1.112755,-0.332634,-0.211789,-0.544196,0.274006,-0.434882,-0.03845,-1.070033,-0.306896,-0.950289,-0.43988,0.529922,-1.406801,0.551016,0.727227,-1.031711,1.481685,0.033682,0.612317,-0.017561,0.588793,-0.682243,-1.408835,-0.362678,-0.980067,-0.0893,-0.731839,0.494606,-1.008844,0.733317,-0.689474,-1.456066,0.16339,-1.28059,-0.73872,1.051959,1.020099,0.577266,1.670377,0.720481,-1.224617,-0.549215
-0.95221,-1.020347,-0.342929,0.551118,-0.729605,0.196467,-0.508098,1.502293,1.377371,0.975835,-0.766026,1.42716,-1.51596,-0.512279,-0.91421,0.175339,-0.131592,0.726891,0.865057,1.070961,-1.612503,0.224961,-0.178848,1.53288,1.556626,-1.49981,-1.652249,-0.474824,-0.636474,0.460077,0.329337,0.539447,-1.641425,0.718744,1.099954,-0.065041,0.991474,1.551757,1.59974,1.307314,-1.719443,1.174679,0.369304,-0.503928,0.878399,-0.550742,-1.401137,-1.46944,0.736384,0.79934
-0.527478,-0.523759,0.007503,-0.348178,-0.337995,0.099003,-0.5672,1.63901,1.250408,-1.627779,0.609132,-0.113261,0.1519,-0.482837,-0.54302,-0.235901,1.278344,-0.605851,0.661989,-0.683558,0.99061,1.700531,-0.486126,1.621564,-1.315821,-1.766304,1.358715,1.620714,-1.108859,-0.809308,-1.325468,-0.396277,0.48967,1.445951,0.194978,-0.707878,-1.412115,-1.668096,-0.986826,0.438464,-0.720603,0.690503,-0.585106,0.915916,-1.189357,-1.581645,1.378507,-0.509374,-0.820768,-0.375278
0.372976,0.906207,-0.744424,-1.244914,-0.676715,0.29899,0.956311,-0.953034,-1.159664,0.003778,-0.378633,0.743459,0.455674,0.003519,0.938646,-0.599676,0.982234,0.309922,1.048348,-1.242667,0.494455,-0.448257,-1.100557,-1.428044,-1.021451,0.143791,0.417975,-1.376958,-1.13136,-1.353074,-1.393669,0.66821,1.5334,1.037029,-0.46178,-1.490288,0.214685,-0.780832,-0.690188,-0.711743,-1.068828,-1.645365,0.747489,1.518698,-0.459266,0.493297,0.176244,0.750492,0.296616,1.248227
0.594759,1.031162,0.735674,-0.331237,0.637672,-1.15454,0.724588,-0.460896,1.61879,1.617753,0.361957,-0.199641,1.379913,-1.504192,0.659555,-0.656232,0.416124,0.764038,0.600308,0.081936,1.37234,1.29962,-1.015632,0.619649,-1.337202,0.016585,1.383437,0.830238,0.458574,-0.754437,-0.064704,-0.084455,1.071723,0.01041,1.466439,-1.598982,1.426736,-0.622423,1.225104,-1.510362,-0.423659,-1.41246,0.3915,-0.951793,-1.090933,-0.03567,-0.71251,0.767113,-0.432494,-0.594551
-0.759362,-0.649598,-0.997162,0.102557,-1.260451,0.490861,1.253758,1.217778,-1.606148,-0.635196,-1.03374,-0.088013,1.17225,1.207383,-1.208708,-0.641805,-0.730735,-1.561292,1.43046,0.345028,0.18138,-0.240399,1.256714,0.646328,-0.920393,-0.768699,0.545374,0.77619,-0.024775,1.083389,1.341529,-1.278774,-0.400098,-0.366378,-0.433684,-0.451143,-0.158011,-0.235412,1.141061,-0.892299,-0.297493,1.57159,-1.301773,-1.20016,-1.040679,1.45195,-0.659541,-0.265229,0.245178,0.738491
1.846008,1.474096,-0.201887,-0.370289,0.103898,0.422829,-0.939945,-1.347182,-1.357863,0.088681,1.073556,1.372046,-0.79204,0.086411,-1.149814,-1.530798,-0.223113,-0.550036,0.057433,1.621655,-0.671108,-0.896323,-0.819342,-0.361194,-0.955057,-0.704228,-0.665422,-1.565713,1.447559,-1.14722,-1.249791,-0.58669,-0.146038,0.517094,0.31411,0.240419,-1.088343,-1.093897,1.085246,0.649939,0.805242,0.755509,-1.554038,1.592292,0.45715,0.434431,-0.526814,-0.470752,0.226598,-0.60529
-0.036722,-0.393003,-1.560225,-1.237862,-1.354094,-0.778188,0.036406,0.051822,1.11937,0.520441,1.329089,-1.476592,0.939393,-1.182197,-0.185513,0.842491,-0.192017,0.578968,-0.593814,1.608466,0.641438,-0.382049,0.107584,-0.598611,-1.025583,-0.827072,0.626161,1.482815,0.960331,-0.261082,-0.481464,-0.767313,-1.000807,0.290515,-1.0061,-1.026851,0.578364,-1.212091,-1.540731,-0.057502,-1.661957,-0.237967,-0.178748,-0.67575,-0.051497,-0.825349,-0.86851,-1.106601,-1.457304,0.254201
1.134763,1.676385,2.668027,1.815835,2.622849,1.038328,1.69096,-0.930646,0.691418,-0.649713,1.445484,0.743151,-1.431325,-1.011865,1.399411,-0.30566,0.906884,-0.866748,-1.148702,1.109586,0.869287,-1.450357,1.064069,-0.029017,-0.243568,-0.95333,1.281672,-0.461429,-1.575286,-1.07439,0.586916,-0.769804,0.018788,0.036277,-0.026646,0.791533,-1.740096,0.215502,-0.645158,1.61876,0.446733,0.817939,-0.978095,0.42949,1.397284,0.190984,-0.926739,1.62908,0.332658,-0.458129
0.344946,-0.27299,0.195892,0.464137,0.35831,0.545133,-1.457971,0.909175,1.153151,-0.222512,-1.215559,-0.547058,0.027398,0.828901,0.776298,-0.262868,-1.174197,-1.018489,-1.746506,-0.841784,-0.671134,1.201683,1.409144,-0.891498,1.332628,0.729281,1.451361,1.476623,1.079602,-0.184412,-0.622267,1.645684,0.174609,1.124564,-0.987723,1.72419,1.097414,-0.629273,1.647258,-0.068318,-1.475034,1.580194,1.126751,-1.54078,0.405888,-0.043009,0.627665,-0.782348,0.84211,1.265735
0.421633,0.854885,0.559283,0.622045,0.686966,-1.429901,-0.810405,1.327135,0.89759,0.210969,0.239853,1.662981,0.861999,0.986502,1.485119,1.645385,0.049808,-1.090004,1.045405,-0.482877,0.784151,-1.524616,0.384289,0.679858,-1.059719,0.576729,0.096919,-0.574082,1.662849,0.695476,-0.131524,-0.267873,1.628071,-1.644304,0.396872,-0.826312,0.914663,1.120733,-0.853986,-0.043546,-0.331247,0.682956,-0.145286,-0.606953,0.29074,-0.547901,-0.34382,-0.854624,-0.637759,-1.047051
-1.028166,-0.841979,-0.739756,0.047399,-0.543652,0.923591,-1.252459,1.427409,-0.64805,-0.724838,-1.583108,-1.036275,1.342743,0.741012,-0.978857,0.661209,-1.451686,-1.094869,0.179497,-0.452777,1.591854,-0.253887,-0.959457,-0.675741,-0.014571,-0.23417,-0.760677,1.560766,-1.491974,0.982489,0.122269,1.179886,-1.489367,-0.673516,0.510869,-0.920889,-0.372632,1.066456,1.631275,0.141446,0.592622,1.522303,0.111463,-0.271763,1.15171,1.086944,0.395408,1.562501,-0.805872,1.438368
-0.002629,0.25877,0.000537,-0.321001,-0.132445,1.698302,0.882315,1.588331,-0.655038,1.2565,0.660359,-0.574353,0.585407,0.588628,0.566452,-0.339824,-1.176837,-1.065783,-0.741186,0.453703,1.080632,0.03823,-1.541465,0.168538,-0.31568,1.561926,-0.441355,-1.266072,-1.029964,-0.600161,-0.707315,1.661278,-1.292312,-1.218684,1.343629,1.583472,1.014135,0.371795,-1.095618,1.050234,0.75052,1.018599,1.256178,0.15688,-1.337614,-1.199949,-1.035016,1.252142,-0.824504,-0.374394
-0.116292,0.172605,-0.370316,-1.092753,-0.344969,1.4465,1.055439,0.97967,0.069636,-0.278775,-1.566854,-0.079782,0.79645,-0.70416,1.725321,-0.943575,0.293992,1.465887,-0.780623,-1.218351,-1.631078,1.625528,-0.8173,0.12486,-0.620252,-1.038227,-0.912245,1.199902,-0.225481,1.070002,1.309377,-0.550448,0.235422,0.103336,1.59147,-0.94994,1.11213,-1.074427,-1.568127,1.309136,-1.751242,-0.003722,-0.707644,-1.601348,-0.994587,1.04034,-1.737475,0.586768,1.41219,-0.495505
1.592112,1.178065,0.464918,-0.572865,0.449994,-0.719207,-0.702786,0.447875,-0.133111,0.320295,1.645796,1.376144,-0.103664,0.612016,1.401921,0.039409,0.391301,-0.06415,1.522427,0.803653,1.38855,0.62144,0.126036,-0.651845,1.419531,-0.98641,-0.806169,0.310071,-0.475067,-1.021899,1.276099,1.397017,-0.429161,-1.23623,0.015629,-0.686515,0.027456,0.883316,-0.465475,0.551443,1.323031,1.238141,0.995174,-1.730062,-0.372587,1.479371,0.247173,-0.329637,-1.187614,0.003301
0.205004,-0.186374,0.424665,-0.065785,0.122427,-0.05327,0.983867,1.285673,-0.921308,-0.049568,-0.339768,-1.578122,1.094484,-0.326657,0.475801,-1.142908,-0.174462,-0.2198,0.45282,0.557567,-0.239424,1.056471,1.307919,-0.501678,-1.205949,-0.391362,-1.191099,-0.226087,0.210451,0.963787,1.033085,1.454104,-1.213008,-0.701319,0.943042,-1.229271,0.998821,-0.186361,0.570559,0.013846,0.740203,1.670461,-1.23432,0.977412,0.215488,-1.186329,0.033219,0.331126,-0.34252,1.604104
-1.303861,-0.576915,0.218187,0.688171,-0.329262,1.618605,-1.491151,0.98025,-0.47817,0.528176,1.675579,0.62819,1.035224,0.32016,-0.147717,1.439323,-0.793573,-1.089716,1.133747,1.007086,-0.599142,1.335203,0.168008,1.12318,-0.536005,0.967286,-0.529111,0.094137,0.332874,-0.676701,-1.306003,-1.689977,-1.333407,0.514641,-0.254466,-0.255148,-0.328692,0.83102,-1.188325,0.689382,-0.635611,-0.922372,0.111895,0.495384,-1.58148,1.370232,0.524638,1.668582,0.587523,0.928348
1.590505,1.008148,0.723195,0.412802,1.118348,0.474187,-0.610343,-0.828242,-0.210071,-0.957342,1.375398,-1.587491,0.70354,-1.349191,0.541293,1.210193,-0.643274,-0.024285,-0.366264,1.294321,-1.292891,-0.220359,-0.567202,-1.42033,0.196367,0.697596,1.550518,0.913571,-0.590609,0.848209,0.537671,1.293664,-1.408151,-0.941029,1.186346,0.50685,1.518658,-0.824211,0.87015,1.174439,-1.483657,0.829627,0.702764,-0.77864,0.011529,1.120407,-0.24913,1.644002,0.784387,-0.267064
-0.257755,-0.74167,-0.947585,1.30435,-0.67669,1.122749,-1.627771,-0.719739,1.247652,1.681735,-1.289766,-0.638507,-0.844242,-0.99904,-0.800397,0.196607,-0.259672,0.084464,-1.311172,-0.61901,-0.031074,0.8043,-1.391285,0.488853,-1.208733,1.61342,-0.598007,-0.776499,1.596557,-0.099344,-0.566784,-0.789936,1.051491,-1.55263,-0.499186,-0.185726,1.179812,0.408742,0.126986,-1.692092,-1.67618,-0.833772,1.470797,-1.660735,-1.271379,1.13711,1.649553,-0.006624,0.849557,1.10251
-0.792382,-0.166216,0.379039,0.457805,-0.315699,-1.030442,-1.546566,1.606147,1.315486,-1.145267,-0.413525,0.261796,0.849582,-1.219139,-1.601496,1.200364,1.542074,1.586052,-1.410912,0.799587,-0.268971,0.366171,0.091427,-0.007656,-0.978224,0.747536,-0.864187,-0.88979,-0.881568,0.112185,0.133298,-0.104653,0.29792,-0.701909,1.134731,1.699513,0.780017,-0.335934,-0.231268,1.330306,-1.345238,0.283742,-0.016013,0.855431,-1.011581,-0.025506,-1.040383,1.750439,1.622807,-1.562342
-0.831591,-0.173477,-0.168986,0.240118,-0.337958,1.588936,-1.073911,-1.323908,-1.378408,-1.08704,0.411941,-0.959585,-0.24036,0.927092,-0.226471,-0.092484,1.238676,0.41213,-0.237086,-0.685077,1.109482,0.855523,0.782412,-0.548764,0.639169,-0.480974,0.532725,-1.653521,0.834106,-0.144025,-0.392067,-1.683377,-1.137406,0.377004,0.10034,0.24226,0.454479,-1.161108,-0.420746,-1.692997,1.248139,1.196752,1.554238,1.504778,1.52715,0.882332,1.093188,0.527985,-1.322299,0.459568
-1.141946,-1.495896,-0.51859,-0.427503,-0.743058,-1.003406,-0.69621,-1.102036,1.50832,-0.259873,-0.945017,0.775014,0.033867,-1.121365,1.059045,-1.44501,0.811856,0.242757,-0.699995,0.162605,-0.885875,-0.279887,1.243205,0.402125,1.191817,0.641103,1.300521,-0.461166,1.068111,-0.063323,-1.431723,1.069394,-0.897085,0.316894,0.082307,-1.40308,1.471622,-1.049362,1.436192,0.167029,1.183083,1.007076,-0.226813,1.383432,0.61962,0.744722,-0.311793,1.39443,-0.691064,1.212002
-0.883593,-1.098296,-0.057913,0.154988,-0.787134,1.012216,0.381039,-1.148202,-0.302094,0.472528,0.07346,-1.400181,-0.666933,0.057659,0.529493,-0.610304,1.303328,0.951057,-1.181987,0.213627,0.679002,-1.611546,0.768741,1.490185,-1.394761,1.269474,-1.030686,-1.336659,0.778235,0.500736,-0.50004,1.318624,-1.714723,0.181767,-1.420031,0.248396,-1.489042,-0.261544,-0.186006,-1.167045,1.665232,-0.975214,1.220545,0.22851,1.348123,-1.243772,-0.203708,0.39765,0.411738,-1.4941
-1.185786,-1.017372,-0.820231,0.320686,-0.857936,1.71666,0.466739,0.764307,0.546247,0.1851,-1.703664,-0.150968,1.257646,-0.942494,-0.787415,0.372648,1.505665,-0.711768,-0.395877,-1.725974,0.066924,1.253899,-0.861999,0.5822,0.596735,-0.750725,0.521183,1.025087,-0.575548,0.361634,-0.672335,-0.16418,-1.561659,-1.555144,0.839957,1.082046,-0.435057,-0.699004,1.483893,-0.912884,0.054803,0.3261,1.289708,-1.525578,-0.200609,-0.225071,-0.317957,0.905418,-1.522923,-0.61889
0.546996,0.881737,-0.202107,-0.944009,0.119011,-1.41652,0.798882,0.72018,1.612856,-0.391188,1.297185,0.37389,-0.230424,-1.231889,0.457324,-0.020312,-0.847885,-0.378117,-1.632595,0.534249,1.217452,-1.513666,-1.644725,-0.561457,0.591009,0.217732,-0.879134,1.339603,0.136917,0.932345,-0.286526,-0.983912,1.443326,1.449418,0.478703,-0.380283,-1.138279,0.443525,-1.450457,1.221929,1.101146,1.162579,1.258683,1.315204,-1.293207,-0.979259,-1.270975,-1.4705,0.112747,0.786245
0.983212,1.573567,-0.285601,-1.03958,0.017739,1.133662,-0.964534,0.962997,-0.136794,-1.09957,-1.252044,0.816142,0.25241,-0.531259,-0.634557,0.998082,-0.728926,1.202263,1.611865,0.105756,0.547695,0.219966,0.886085,1.543102,-1.64685,-0.540184,1.504035,0.183591,-1.525628,1.709636,0.761719,-0.253019,0.230102,-0.647353,1.426864,0.652343,0.66384,1.399826,1.329919,1.256277,-1.140605,0.405316,-1.340904,-1.748331,-1.052908,-0.281418,-1.04136,0.050848,1.149667,-0.914869
