f1,f2,f3,f4,f5,f6,f7,f8,f9
107894,306691,2,3,80,4,1,0,1
271528,-440280,1,4,56,4,0,0,0
247250,826820,0,2,42,2,0,1,1
98352,226621,0,1,94,0,0,1,1
257803,-707982,0,2,82,2,1,1,0
265782,429009,0,5,46,3,0,1,1
43948,907826,0,4,81,2,1,0,1
6126,355401,2,3,59,2,1,1,0
139689,-256118,1,4,77,3,1,0,0
179365,-13138,1,3,61,2,1,0,1
272169,-323967,2,1,27,5,0,1,0
224532,566087,1,4,35,3,1,1,0
129846,736629,0,4,101,4,0,0,0
24124,-491545,0,0,18,2,1,0,1
152559,-933145,0,4,99,2,1,1,1
152977,71272,2,2,40,3,1,1,0
125884,50624,2,3,71,5,1,1,0
68328,719424,2,4,55,2,0,1,0
130088,720369,0,4,98,4,0,1,1
139022,-959783,2,3,44,5,1,1,1
225215,-747959,1,0,103,3,1,0,1
191197,-539528,1,4,94,0,0,1,0
90108,907135,1,3,57,5,1,1,0
290506,-433408,1,1,28,5,1,0,1
299700,109868,0,3,25,2,0,1,1
73250,-810927,0,5,40,1,1,0,1
76875,-975235,1,5,68,3,1,1,0
2378,-438720,1,0,104,1,1,0,0
15900,-135208,0,1,56,1,1,0,1
277179,446234,1,4,42,3,0,1,0
51571,-616477,0,4,101,1,1,1,0
102571,-803654,2,4,30,3,1,0,0
209409,628596,0,2,22,5,0,0,1
35872,-312898,2,2,84,5,0,0,0
73739,-84306,0,0,54,0,1,0,1
190815,-889933,1,5,64,5,0,0,1
145777,-544339,2,5,60,2,0,1,1
38076,-586838,2,2,32,0,1,1,0
153647,-239802,2,4,64,4,0,0,0
80272,793596,0,0,94,2,0,0,1
24153,-907624,0,4,46,4,1,1,1
148943,948107,2,2,22,4,0,0,0
52592,-282775,0,2,83,3,0,1,1
121315,-754598,1,0,86,4,0,1,1
258581,-165065,1,0,96,2,1,0,0
9871,-670619,2,4,103,3,0,1,0
218507,-418498,2,5,31,5,1,1,1
222876,481215,2,2,40,5,1,1,1
200219,514981,1,0,44,2,0,1,1
272761,72584,1,4,37,2,0,0,0
278475,937543,0,5,44,0,0,1,0
113051,992153,1,4,26,4,0,1,0
4164,-643334,1,1,98,4,1,1,0
125407,-802588,1,5,92,0,0,1,0
285512,467218,2,0,25,2,1,0,1
274344,138757,0,2,102,2,0,1,0
18465,280156,1,3,39,4,1,0,1
60330,502155,1,0,29,5,0,0,0
80730,-100708,1,3,43,5,0,1,1
222840,-17043,0,0,70,0,1,1,0
65039,487393,2,5,66,0,1,1,0
148941,-121142,0,4,42,4,0,0,0
140568,270763,1,2,95,2,1,1,0
73843,-696554,1,2,94,3,0,0,1
1526,-853886,0,5,83,1,1,1,1
115679,-462663,1,4,56,2,1,0,1
191696,-279084,0,4,48,4,0,0,0
99318,111223,2,5,76,1,1,0,1
298242,926098,0,4,46,1,1,1,0
200098,-705482,1,5,93,5,1,0,1
249691,-530015,2,0,78,5,1,1,1
225831,475320,2,5,62,3,1,1,1
77766,544180,1,1,48,3,1,1,1
109323,968922,1,1,49,0,1,0,0
292146,-865043,2,0,61,1,1,0,0
205806,-396357,2,5,87,2,1,1,0
140055,-390014,0,1,70,5,0,0,1
253796,-100794,1,3,68,1,1,1,1
290214,-839598,1,5,19,0,0,0,1
118744,-207243,1,4,45,1,1,1,0
222779,338355,2,1,65,3,1,1,1
261993,-477670,1,2,33,0,1,0,1
226680,329184,1,1,48,0,1,0,1
185,223894,2,0,51,4,0,1,0
59923,737280,0,2,65,5,0,1,0
85592,778377,0,2,83,1,1,1,1
55309,-288218,1,3,77,4,1,0,1
158807,872846,2,3,86,5,0,1,1
167655,848691,1,4,99,1,0,0,0
220185,273721,0,3,63,1,0,1,1
129978,-67514,0,1,99,2,0,0,1
168147,26022,2,0,63,0,0,0,0
254369,-619686,2,1,33,3,0,0,0
276138,868661,0,2,37,3,1,1,1
294460,-774591,0,3,66,3,0,1,0
209044,36254,0,2,35,3,1,1,0
68362,-602283,0,4,26,1,1,1,1
249364,21079,2,2,54,2,0,1,1
216098,969316,2,4,59,2,1,1,0
115456,769198,0,0,66,5,0,0,1
189568,171679,0,5,63,5,0,1,0
24157,878839,1,4,24,2,1,0,1
253270,657514,1,5,65,5,0,1,1
238816,-888805,0,3,32,4,1,1,1
296161,557947,0,5,94,1,0,1,1
112866,-699364,1,2,53,5,0,1,0
69973,-304172,1,1,83,0,1,0,1
23397,701488,1,3,20,4,1,1,1
197069,-114803,1,4,48,4,0,1,1
70091,840345,2,2,51,3,1,0,0
197484,732876,2,3,36,0,0,1,1
97363,-247700,0,5,71,5,0,1,1
6774,-608638,2,3,73,3,1,0,1
19462,673895,1,1,79,5,1,0,0
93720,239484,2,4,86,0,1,1,0
254516,-303510,2,2,64,0,0,0,0
115748,76553,2,3,41,4,0,0,1
75698,-100753,2,3,39,1,0,0,1
60433,123245,2,3,34,1,0,1,1
132975,497546,0,4,24,0,1,0,1
12611,480062,2,3,27,3,0,1,0
174917,789310,0,0,49,1,1,1,1
63818,976483,2,3,100,4,0,0,1
122423,48662,1,4,97,3,1,0,1
254504,252512,0,3,19,2,1,1,1
15260,766555,0,5,18,0,1,0,0
48192,867963,1,2,43,1,1,1,1
144275,734473,1,4,57,3,1,1,0
51866,95306,0,0,33,1,1,0,1
20323,-535885,1,5,102,2,0,0,1
236705,-889551,0,5,33,4,1,1,1
84735,739704,2,0,42,3,1,0,0
100670,924783,1,1,69,0,0,0,1
254708,-976114,0,4,58,0,1,0,1
185187,-754888,0,4,30,0,1,0,1
172809,238412,0,2,82,0,1,1,0
259231,508105,1,3,97,4,1,1,1
65752,269951,0,1,54,5,0,0,1
71315,745806,2,0,53,3,1,1,1
15300,389416,2,2,74,3,1,0,1
173815,-369618,0,3,27,3,0,0,1
234440,331559,2,3,92,1,0,1,1
15803,-926204,0,5,45,1,0,1,1
74438,-537239,1,1,86,0,0,0,0
40767,-37492,2,5,82,3,0,0,1
116461,-862151,1,5,77,4,0,1,0
85596,718638,2,1,76,3,0,1,0
116938,346986,1,3,19,0,1,0,0
206870,-453556,2,0,83,5,1,0,0
55143,454260,1,4,47,0,0,0,1
211227,-584915,2,0,53,3,1,1,1
126412,571369,0,0,51,5,0,1,1
140545,38216,1,5,64,4,1,0,1
67176,728598,1,2,37,2,1,1,0
297120,592064,2,5,43,0,1,1,1
63607,-243936,2,4,92,1,0,0,1
239616,-20152,1,4,90,5,1,0,0
180116,-441395,1,0,80,5,1,0,1
260749,300189,1,1,44,2,1,0,0
195879,736444,1,4,55,0,0,1,0
150620,-5404,1,1,52,3,1,0,1
239819,-528380,1,4,72,3,0,1,1
161275,977896,2,3,44,1,0,0,0
291895,949401,2,5,63,5,1,1,1
109316,-447683,1,4,32,1,1,0,0
286407,-690382,1,1,41,0,0,1,1
172187,-909411,0,5,62,1,1,1,1
146183,388613,1,5,78,2,0,1,0
225687,-758234,1,1,75,4,0,1,1
88748,617030,1,3,73,3,0,1,0
164823,-235736,0,3,70,1,0,0,1
136607,-367388,0,4,32,0,0,0,1
107651,716231,1,5,81,4,1,0,1
284639,686601,1,5,57,4,1,0,1
88877,-718231,0,2,26,5,1,1,0
180565,-946820,2,3,31,0,1,1,0
229221,-600998,2,4,59,5,0,1,1
54211,-191839,1,0,56,2,0,1,0
108175,-906592,2,1,97,1,0,0,0
114673,80553,0,1,101,0,0,1,0
142073,111868,0,4,78,1,1,0,0
27895,807147,0,5,43,3,1,0,1
336,-215610,1,5,32,1,1,0,0
227972,181369,1,5,75,2,1,0,1
208065,348136,0,0,33,3,0,0,1
201100,468713,0,5,91,0,1,0,0
238943,544700,0,1,67,1,0,1,0
196468,999628,0,4,100,4,1,0,1
160252,161547,2,5,29,3,1,0,1
171956,197562,1,2,105,2,1,0,0
175755,57032,1,1,25,2,1,0,1
126172,134413,2,2,38,0,1,0,1
196947,-938829,0,2,24,3,1,0,0
190540,-228681,1,2,105,2,0,0,1
66794,141944,0,1,79,0,0,1,0
45935,-178677,1,2,96,3,1,1,1
291079,-631738,2,3,61,5,1,1,0
143400,-221100,1,5,18,0,1,0,1
214035,439173,1,1,100,3,0,1,0
109537,117965,1,0,52,5,1,1,1
32588,672512,0,4,74,4,1,0,0
166821,151913,1,4,51,2,0,1,1
188254,690811,1,3,25,5,0,0,0
225852,-953365,2,1,36,3,0,1,0
104611,-942320,0,2,60,1,0,0,0
183528,228586,2,2,85,0,0,1,0
226953,-388796,0,2,58,3,1,1,1
212749,-959949,1,2,86,5,0,0,0
11038,918829,0,3,66,2,1,1,1
181193,693718,2,0,75,2,0,0,0
120769,395066,0,1,63,4,1,0,1
35785,845730,2,0,75,1,0,1,0
46687,452393,0,0,103,5,1,0,1
13353,-794970,2,4,102,5,1,1,1
285369,609921,2,1,52,1,0,0,0
87570,973754,0,1,92,5,0,1,1
92743,-404583,2,1,71,3,0,1,0
279447,122017,2,0,76,1,1,1,0
155207,542691,1,0,89,2,1,1,1
115903,-460897,0,2,80,1,0,1,0
273740,-185691,1,2,64,5,1,1,1
225785,640499,2,3,102,0,0,1,1
38087,779252,2,4,37,4,1,0,0
226307,-281859,0,4,59,3,1,0,1
100424,-187734,2,0,54,5,0,0,1
233839,-517668,1,0,90,3,0,1,1
146175,712330,0,4,23,4,0,1,1
159594,46966,0,0,93,5,0,0,0
136064,-312488,2,5,68,4,1,1,0
168041,-32051,1,2,39,4,1,1,1
1621,207351,2,2,104,0,0,1,1
233552,603629,2,0,45,4,1,1,0
20071,-49344,2,1,71,2,0,0,1
23175,-406831,2,4,35,1,0,1,1
249009,-45936,0,5,37,2,1,0,0
151963,77843,1,1,31,2,1,0,0
52227,-268677,2,0,23,0,1,1,1
15555,-83022,1,4,91,1,0,1,1
51873,478968,2,3,55,3,0,0,0
241381,-906757,1,4,74,3,0,1,0
64542,701108,1,3,79,4,0,1,1
282783,361164,2,2,59,5,1,1,1
130116,-964826,1,0,96,3,0,0,1
115898,691381,2,5,84,0,0,1,1
146302,494412,0,3,65,0,1,0,0
16479,-603245,1,2,20,0,0,0,0
115681,160308,1,2,36,0,0,0,1
257867,428139,0,3,55,2,1,0,0
136393,647952,2,2,87,2,1,1,1
70820,260337,0,3,78,3,1,0,1
160190,-957193,2,5,56,1,1,0,1
15779,-579347,0,0,35,3,1,1,0
13189,170160,0,4,97,0,1,1,1
81847,560563,0,0,36,2,1,0,1
184169,725895,2,3,67,3,0,1,0
241639,639982,1,4,65,0,1,1,1
171667,-719106,1,3,24,2,0,0,1
212912,-614106,2,4,67,3,1,1,0
160455,738328,1,5,24,4,1,1,1
194908,479005,1,2,91,1,1,1,1
46795,-332610,0,3,93,1,1,0,0
244274,563344,1,2,33,4,1,0,1
266324,406428,0,5,53,2,1,1,0
29412,-128270,1,2,63,1,1,1,0
89805,727227,2,2,35,5,0,0,0
32013,841751,1,2,100,2,1,0,1
291236,-870321,2,5,45,4,1,1,1
138933,670134,0,3,50,0,0,1,0
26899,-427055,0,5,72,5,1,0,1
103224,263588,2,4,56,1,0,1,1
160724,-576091,0,2,46,1,1,0,1
267203,888670,1,2,48,1,1,1,0
199037,245711,0,5,45,2,0,0,0
154048,806202,1,1,90,2,0,1,1
134590,-940780,1,4,59,5,1,0,0
147754,783852,0,4,50,5,1,0,0
262300,-215168,1,4,95,4,0,1,0
58588,747309,1,5,49,4,0,0,1
33396,722543,2,0,51,4,0,1,1
191489,-305527,0,2,67,3,1,1,0
96670,107419,0,3,77,5,0,0,0
245006,-565223,1,2,45,0,0,0,0
285102,66090,1,5,45,3,1,0,0
174181,-104268,0,2,43,3,1,1,1
130640,-566171,2,2,102,1,1,0,0
110004,-642659,0,3,74,4,0,1,1
274999,857646,0,0,32,5,1,0,0
191585,-278548,0,4,90,4,1,0,1
257983,766290,0,3,54,3,1,0,0
224574,-457298,1,4,79,4,1,1,0
282092,765796,0,4,43,2,1,1,1
74529,589489,2,4,102,0,1,0,1
132052,-338920,0,2,77,4,1,0,0
108775,260871,0,4,48,0,1,1,0
168373,-721503,0,3,42,4,0,1,1
64078,-541158,0,0,43,2,0,1,0
59951,-954443,0,1,45,4,1,0,0
116422,941659,2,4,41,2,1,0,1
150370,-883250,1,4,82,1,0,0,0
232858,-883049,2,1,91,3,1,1,1
35832,227876,2,2,38,0,1,0,1
189244,510994,2,2,70,1,0,1,1
151148,50314,1,1,95,5,0,1,0
111819,53605,1,4,79,1,1,1,1
12746,798632,0,5,98,5,0,0,1
182028,-68738,0,3,24,2,0,1,0
100546,-901322,1,1,33,1,1,1,1
223363,-538255,0,3,62,4,0,1,0
234515,-911250,2,4,77,0,1,1,0
147560,981980,2,1,61,5,0,1,0
125609,829017,2,5,27,2,1,0,0
190018,897005,0,3,45,3,1,0,1
236858,178308,2,0,56,2,0,0,1
235780,180629,1,3,60,3,1,0,1
261821,-839419,1,2,55,5,1,0,0
47174,-340794,2,5,29,0,0,0,0
275991,274256,1,0,81,1,1,0,0
284069,-914953,1,4,74,5,0,1,0
183462,-169065,1,2,71,1,0,0,0
100636,750208,2,3,71,4,0,1,0
37626,20830,0,1,38,4,0,1,0
79765,63483,2,1,71,5,0,1,0
111219,-573449,0,4,35,2,0,0,0
105591,-611207,0,1,59,1,1,1,0
201463,310275,1,3,58,5,1,0,1
