f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19
Homme,17,16.2,'Non fumeur',Non,'Une fois par jour','Plusieurs fois par jour','Une fois par jour',Jamais,'1 fois par an',3,4,0,3,0,,1,Absente,Non
'Jeune fille',2,15.5,'Non fumeur',Non,Occasionnellement,Occasionnellement,Jamais,Jamais,'1 fois par an',2,3,0,0,0,,0,Absente,Non
Homme,4,22.2,'Non fumeur',Non,'Une fois par jour',Occasionnellement,'Plusieurs fois par semaine',Jamais,'2 3 fois par an',2,4,0,5,0.67,,2,Absente,Non
Homme,7,23.1,'Non fumeur',Oui,'Une fois par jour',Occasionnellement,'Une fois par jour',Jamais,'1 fois par an',2,3,0,0,0,,0,Absente,Non
'Jeune fille',9,22.4,'Non fumeur',Non,'Plusieurs fois par jour',Occasionnellement,'Une fois par jour',Jamais,'1 fois par an',2,3,0,6,0.67,,1,Provoquees,Non
Homme,12,13.7,'Non fumeur',Non,'Plusieurs fois par semaine',Occasionnellement,Occasionnellement,Jamais,'1 fois par an',2,3,0,0,0,,1,Absente,Non
Homme,19,22.1,'Non fumeur',Non,'Une fois par jour',Occasionnellement,Occasionnellement,Jamais,'1 fois par an',2,4,0,4,0.33,1,0,Provoquees,Non
Homme,13,18.3,'Non fumeur',Non,'Une fois par jour',Occasionnellement,'Plusieurs fois par semaine',Jamais,'1 fois par an',2,4,0,0,1.33,,3,Absente,Non
Homme,15,19,'Non fumeur',Non,'Une fois par jour','Plusieurs fois par semaine','Une fois par jour',Occasionnellement,'2 3 fois par an',1,3,0,5,0,,3,Provoquees,Non
Femme,13,19.9,'Non fumeur',Non,'Une fois par jour',Occasionnellement,'Plusieurs fois par semaine',Jamais,'2 3 fois par an',2,2,0,5,0,,1,Absente,Non
'Jeune fille',6,16.6,'Non fumeur',Oui,'Plusieurs fois par semaine',Occasionnellement,Jamais,Jamais,'1 fois par an',2,3,0,0,0,,0,Absente,Non
Femme,15,24.9,'Non fumeur',Oui,'Une fois par jour',Occasionnellement,'Plusieurs fois par semaine',Jamais,Regulierement,1,4,0,0,0,,1,Absente,Non
'Jeune fille',9,19.2,'Non fumeur',Non,'Plusieurs fois par jour',Occasionnellement,'Plusieurs fois par semaine',Jamais,Regulierement,3,2,0,3,0,,1,Absente,Non
'Jeune fille',10,13.8,'Non fumeur',Non,Occasionnellement,Occasionnellement,Occasionnellement,Jamais,'1 fois par an',2,4,0,0,0,,0,Absente,Non
'Jeune fille',10,14.4,'Non fumeur',Non,Occasionnellement,Occasionnellement,'Plusieurs fois par semaine',Jamais,'1 fois par an',2,3,0,0,0,,0,Absente,Non
Homme,7,12.6,'Non fumeur',Non,'Une fois par jour','Une fois par jour',Occasionnellement,Jamais,'2 3 fois par an',2,5,0,1,0,,1,Absente,Non
Femme,12,15.6,'Non fumeur',Non,'Plusieurs fois par semaine','Plusieurs fois par semaine','Plusieurs fois par semaine',Jamais,'1 fois par an',2,5,0,0,0.67,,2,Provoquees,Non
Homme,17,21.2,'Non fumeur',Non,'Une fois par jour','Plusieurs fois par semaine','Une fois par jour',Occasionnellement,Jamais,2,2,0,0,1,,1,Provoquees,Non
Femme,12,19.2,'Non fumeur',Non,'Plusieurs fois par jour',Occasionnellement,'Une fois par jour',Jamais,'2 3 fois par an',3,2,0,4,0,,1,Absente,Non
Homme,68,26,'Non fumeur',Non,'Plusieurs fois par semaine',Occasionnellement,Occasionnellement,'Plusieurs fois par jour','2 3 fois par an',4,1,0,12,0,0.97,1,Absente,Oui
Homme,15,19.1,'Non fumeur',Non,'Plusieurs fois par jour',Occasionnellement,'Plusieurs fois par jour',Jamais,'1 fois par an',1,4,3,8,0.67,,3,Absente,Non
Femme,14,20,'Non fumeur',Non,'Plusieurs fois par semaine','Plusieurs fois par semaine',Occasionnellement,Jamais,'1 fois par an',3,6,0,0,0,,1,Absente,Non
'Jeune fille',10,20.8,'Non fumeur',Non,'Une fois par jour','Plusieurs fois par jour','Une fois par jour',Jamais,Jamais,0,3,0,3,1.33,,3,Provoquees,Non
'Jeune fille',6,16.5,'Non fumeur',Non,'Plusieurs fois par semaine',Jamais,Occasionnellement,Jamais,'1 fois par an',2,2,0,0,0,,1,Absente,Non
Femme,18,19.6,'Non fumeur',Non,Occasionnellement,Occasionnellement,Occasionnellement,Jamais,'2 3 fois par an',3,5,0,2,0,,1,Absente,Non
Homme,14,17.6,'Non fumeur',Non,'Plusieurs fois par jour','Plusieurs fois par jour','Plusieurs fois par jour',Jamais,'1 fois par an',0,1,0,5,1.33,,3,Provoquees,Non
Homme,9,21.4,'Non fumeur',Non,'Une fois par jour','Plusieurs fois par semaine','Plusieurs fois par semaine',Jamais,'1 fois par an',2,3,0,4,0,,2,Absente,Non
Femme,12,14.7,'Non fumeur',Non,'Plusieurs fois par semaine','Plusieurs fois par semaine','Plusieurs fois par semaine',Jamais,'1 fois par an',2,3,0,0,1.67,,1,Provoquees,Non
Femme,15,19.5,'Non fumeur',Non,'Une fois par jour',Occasionnellement,'Plusieurs fois par semaine',Occasionnellement,'1 fois par an',2,4,0,3,0,,1,Absente,Non
Femme,12,16.4,'Non fumeur',Non,'Plusieurs fois par semaine','Une fois par jour',Occasionnellement,Jamais,Jamais,4,2,0,0,0.67,,2,Provoquees,Non
Homme,21,20.5,'Ancien fumeur plus de 6 mois',Non,'Plusieurs fois par jour','Plusieurs fois par jour','Plusieurs fois par jour','Plusieurs fois par semaine',Jamais,2,3,6,13,1,,1,Absente,Non
Homme,68,25.4,'Non fumeur',Non,Occasionnellement,Occasionnellement,Jamais,Jamais,'2 3 fois par an',2,1,6,8,1,1.83,3,Absente,Non
Homme,24,19.4,'Non fumeur',Oui,Occasionnellement,Occasionnellement,Occasionnellement,Occasionnellement,'2 3 fois par an',4,,4,1,0,,0,Absente,Non
Homme,26,25.5,'Non fumeur',Non,Occasionnellement,Occasionnellement,'Une fois par jour',Occasionnellement,'2 3 fois par an',2,3,0,1,0,,1,Absente,Oui
Femme,62,23.8,'Ancien fumeur plus de 6 mois',Oui,'Plusieurs fois par jour','Plusieurs fois par jour',Jamais,Jamais,Regulierement,3,3,6,15,0,2.2,2,Absente,Oui
Homme,43,25,'Actuel fumeur',Non,Occasionnellement,Occasionnellement,Occasionnellement,Occasionnellement,'2 3 fois par an',3,8,5,13,1.33,,2,Absente,Oui
Femme,57,30.1,'Non fumeur',Oui,'Plusieurs fois par semaine',Occasionnellement,Occasionnellement,Occasionnellement,Regulierement,2,9,5,19,0.33,2.17,2,Absente,Oui
Femme,62,29.7,'Non fumeur',Oui,Occasionnellement,Jamais,Jamais,Jamais,'1 fois par an',4,6,5,7,0,3.06,3,Absente,Oui
Homme,41,27.1,'Actuel fumeur',Non,'Plusieurs fois par semaine',Jamais,'Plusieurs fois par semaine','Plusieurs fois par semaine',Jamais,2,9,5,0,0,1.38,1,Provoquees,Non
Femme,48,23.8,'Actuel fumeur',Oui,'Plusieurs fois par semaine',Occasionnellement,Occasionnellement,Occasionnellement,Regulierement,4,8,4,11,0,1,2,Provoquees,Non
'Jeune fille',7,13,'Non fumeur',Non,'Plusieurs fois par semaine',Occasionnellement,Occasionnellement,Jamais,'1 fois par an',2,3,0,2,0,,1,Absente,Non
Femme,16,22.3,'Non fumeur',Non,'Une fois par jour',Occasionnellement,Jamais,Jamais,'1 fois par an',2,3,0,0,0,,1,Absente,Non
Homme,10,14,'Non fumeur',inconnu,'Une fois par jour','Une fois par jour',Occasionnellement,Jamais,'2 3 fois par an',2,1,0,2,0.33,,3,Absente,Non
Homme,19,21.5,'Actuel fumeur',Non,Occasionnellement,'Plusieurs fois par semaine',Occasionnellement,'Plusieurs fois par semaine','1 fois par an',2,2,0,1,2,,1,Provoquees,Non
Homme,16,36.3,'Non fumeur',Non,Occasionnellement,Occasionnellement,'Plusieurs fois par semaine',Jamais,'1 fois par an',2,1,0,1,1.67,,3,Provoquees,Oui
Homme,17,18.7,'Actuel fumeur',Non,'Plusieurs fois par semaine','Plusieurs fois par semaine','Plusieurs fois par jour',Occasionnellement,'1 fois par an',1,7,0,0,1.33,,2,Provoquees,Non
Homme,20,20,'Actuel fumeur',inconnu,'Une fois par jour',Occasionnellement,Occasionnellement,Occasionnellement,'2 3 fois par an',2,2,0,1,0,,1,Absente,Non
Homme,16,19,'Actuel fumeur',Non,Occasionnellement,Occasionnellement,'Plusieurs fois par jour',Occasionnellement,'1 fois par an',2,1,0,8,1.33,,3,Provoquees,Oui
'Jeune fille',9,28,'Non fumeur',Oui,'Plusieurs fois par jour','Plusieurs fois par jour','Une fois par jour',Jamais,'1 fois par an',1,1,0,0,0,,1,Provoquees,Non
Femme,15,19.1,'Non fumeur',Non,'Plusieurs fois par semaine',Occasionnellement,Occasionnellement,Jamais,'1 fois par an',1,2,0,3,0.33,,1,Absente,Non
Homme,34,26.7,'Non fumeur',inconnu,'Plusieurs fois par jour','Plusieurs fois par jour','Plusieurs fois par jour','Plusieurs fois par jour',,0,,0,0,,,0,Absente,Non
Femme,15,28.6,'Non fumeur',Non,Occasionnellement,Occasionnellement,Occasionnellement,Jamais,'1 fois par an',1,5,0,2,0,,1,Provoquees,Non
Femme,20,17.2,'Actuel fumeur',Non,'Plusieurs fois par jour','Plusieurs fois par semaine','Une fois par jour',Jamais,'1 fois par an',2,1,0,1,0,,1,Absente,Non
Homme,10,20.3,'Non fumeur',Non,'Plusieurs fois par jour',Occasionnellement,'Plusieurs fois par semaine',Jamais,'1 fois par an',1,5,0,3,0.67,,2,Absente,Non
Femme,14,22.5,'Non fumeur',Non,'Plusieurs fois par semaine','Plusieurs fois par semaine',Occasionnellement,Jamais,'2 3 fois par an',2,1,0,0,0,,1,Absente,Non
Femme,78,29.1,'Ancien fumeur plus de 2 ans',Non,Occasionnellement,Occasionnellement,'Une fois par jour',Occasionnellement,'1 fois par an',4,6,12,7,1,3,3,'Correlees',Oui
Femme,69,24.5,'Non fumeur',Oui,Occasionnellement,Occasionnellement,Occasionnellement,Occasionnellement,'2 3 fois par an',4,2,6,16,1.4,0.61,2,Absente,Oui
Homme,18,21.9,'Non fumeur',Oui,Occasionnellement,Occasionnellement,Occasionnellement,Occasionnellement,'1 fois par an',3,5,0,0,0,,0,Absente,Non
Homme,16,18.9,'Non fumeur',Oui,'Plusieurs fois par semaine','Plusieurs fois par semaine',Jamais,Jamais,Regulierement,2,2,0,3,1.67,1.33,3,Absente,Oui
Homme,15,25.2,'Non fumeur',Non,Occasionnellement,Occasionnellement,Occasionnellement,Jamais,Jamais,2,3,0,2,0,,1,Absente,Non
Femme,12,15.2,'Non fumeur',Non,'Plusieurs fois par semaine','Plusieurs fois par semaine','Plusieurs fois par jour',Jamais,'1 fois par an',2,7,0,0,0,,0,Absente,Non
Femme,18,19.2,'Non fumeur',Non,'Plusieurs fois par semaine','Plusieurs fois par semaine','Plusieurs fois par jour',Jamais,'1 fois par an',2,,0,1,0,,0,Absente,Non
Homme,61,20.2,'Actuel fumeur',Non,Occasionnellement,Occasionnellement,Occasionnellement,Occasionnellement,'1 fois par an',0,1,17,7,0.67,3.81,3,Absente,Oui
Homme,61,25.3,'Non fumeur',Non,Occasionnellement,Occasionnellement,Jamais,'Plusieurs fois par semaine','2 3 fois par an',3,4,5,16,1,0.94,3,Provoquees,Oui
Femme,64,24,'Non fumeur',Non,'Plusieurs fois par semaine',Occasionnellement,Occasionnellement,Occasionnellement,'1 fois par an',2,4,3,9,1.67,1.61,1,Provoquees,Non
Femme,57,31.6,'Non fumeur',Oui,'Plusieurs fois par semaine',Jamais,Jamais,Occasionnellement,'1 fois par an',3,5,7,6,1.33,1.22,2,Absente,Oui
Femme,77,41.3,'Non fumeur',Oui,Occasionnellement,Occasionnellement,Jamais,Jamais,'1 fois par an',2,7,12,4,0.67,1.92,2,Provoquees,Oui
Femme,40,25.8,'Actuel fumeur',Non,Occasionnellement,Occasionnellement,'Plusieurs fois par jour',Jamais,Jamais,2,2,13,19,2,1.08,3,Spontanees,Oui
