f1,f2,f3,f4,f5,f6,f7,f8,f9,f10
1.475593,1.335466,1.694189,0.983981,1.994622,1.089986,0.079945,1.510142,1.087125,1.659751
1.815844,1.236669,-0.623129,-0.912089,-0.553161,-0.19676,-1.627683,0.42028,-0.952999,-0.961942
-0.981037,-0.415648,-1.275415,-1.408675,-1.280588,0.507579,0.514738,0.517392,-0.782141,0.148401
0.446959,0.031226,-0.856592,-1.134768,-0.861646,0.937002,-0.514477,1.376266,-0.365639,-1.745889
0.787383,1.224898,0.35299,-0.670934,0.577056,-0.110925,0.727874,-0.3756,-1.025807,0.801916
-1.17537,-0.768643,-1.035178,-0.849465,-0.664004,1.278267,-1.132659,-1.213063,0.760403,1.168414
0.733853,0.541713,0.091215,-0.682913,0.309712,-0.842025,0.151461,-1.557594,-1.63527,0.220393
0.773633,-0.063696,0.207432,-0.182743,-0.070287,-1.123621,0.684324,1.307987,-1.527578,-0.790194
-0.854422,-1.432047,-1.209653,-1.191787,-1.003977,0.126594,1.178857,0.45542,1.091634,0.457975
1.304557,1.099432,0.897625,0.145986,1.272821,0.710522,0.039725,-1.334422,1.128161,1.366966
0.452256,-0.371111,-0.473082,-1.265407,-0.779333,-0.63272,-0.339706,1.537981,-0.03705,-0.876408
0.759315,0.065778,0.760056,1.532136,0.95922,-0.913469,-0.52908,-1.860574,-0.844645,-0.923463
-0.970464,-0.77078,-0.412525,-1.31554,-0.491602,1.199993,-0.344189,-0.430029,-1.349094,0.975811
-0.972107,-1.304897,-0.542038,0.107473,-1.000754,0.422355,-0.484859,1.050468,-1.191367,1.012528
-1.042111,-0.964209,0.037764,0.132057,-0.364054,-1.662199,-1.630853,0.883324,-0.712715,-0.756178
-0.814311,-1.622837,-0.841261,1.719316,-0.555169,-1.524107,-0.248801,0.951035,-1.038642,-0.667151
-1.544718,-1.430888,-0.637353,-1.678302,-0.74318,-0.884457,0.004794,-1.743745,-0.490757,-1.677421
1.365717,1.024166,0.441169,-0.276407,1.137639,0.169568,0.534927,-1.196142,0.58124,1.41458
1.096849,1.640072,1.242946,0.311931,1.50203,-0.728109,-0.350077,-0.382896,-0.084655,1.617973
-0.498984,-0.855284,-0.890982,-0.484256,-0.558895,-1.628259,0.294795,-0.244845,0.662867,-1.48007
-1.684374,-1.635971,-1.505706,0.225314,-1.418057,0.530083,0.541013,0.564662,1.666848,-1.060083
-0.768772,-0.538484,-1.325748,-1.323978,-1.158628,-0.866157,1.053308,-0.491404,-1.363618,-0.230508
-1.664513,-1.508948,-0.394844,-0.505538,-0.774221,-1.491495,1.691971,0.467843,-1.345326,-1.244638
-0.989767,-1.515587,-1.413912,-0.328434,-1.269643,0.752761,-0.95064,1.477543,0.706793,-1.430648
-0.45684,-0.549976,-0.969897,-0.928886,-0.806191,-1.526548,0.558383,0.383563,-0.806964,0.127596
1.272419,0.839908,0.422233,0.234159,0.821917,-1.623177,1.495515,0.017585,-0.232308,-0.968644
-0.019965,0.786075,-0.628144,-0.808129,-0.446055,-0.34822,0.51127,-0.374284,-1.27222,-0.565976
-1.313813,-1.569642,-0.642617,1.525556,-1.023007,-1.060366,0.974096,-1.69897,-1.097875,-0.578798
-0.643598,-0.334955,0.576642,0.692765,0.126194,1.00758,-0.309489,-1.560785,-1.304343,1.648757
0.112105,-0.901381,-0.466099,-1.054792,-0.566932,-1.348855,-1.310235,-0.34532,-1.023594,0.456505
1.423967,1.308722,2.284272,1.759771,2.639514,-0.598638,-1.491811,-0.50528,1.712473,-0.000644
-0.071551,0.103355,1.124103,1.179719,0.743254,1.405827,0.617566,-0.001489,0.92954,0.81157
0.61318,0.860429,1.761672,1.290196,1.446662,0.525873,0.951927,1.384166,1.065971,1.573296
1.38202,1.588095,1.035335,0.414903,1.380137,1.411135,-1.058038,-1.059778,-1.399298,0.531453
0.608776,0.734413,-0.722116,-1.609785,-0.996782,0.914065,0.52609,-1.399869,-1.220622,1.254989
-1.329675,-1.683735,-0.384372,-0.762255,-0.713947,1.10801,0.668652,-1.47367,1.183808,-0.335198
-0.261061,-0.132218,0.830742,0.008176,0.00112,-1.473058,-1.710001,-0.14638,1.057123,1.369984
0.473492,0.100396,0.781583,0.369749,0.436937,1.258065,-0.094272,-0.225595,-1.557495,0.35511
-1.666243,-1.425291,-0.475994,1.063356,-0.586573,-1.519275,0.319914,-0.14142,1.364265,-1.416595
0.745595,0.916051,1.743165,1.286324,1.945724,1.336502,-1.626712,0.878927,-0.976892,1.126198
-0.08229,-0.797995,-0.806756,1.369793,-0.545162,-1.054189,-1.46168,-0.491012,0.333083,-1.590312
-2.071501,-1.714612,-1.435675,0.518236,-0.890122,-1.403841,-1.538399,-0.717255,1.431312,-0.230352
-0.102764,0.658861,-0.735099,-1.27376,-0.524473,-0.067007,0.071616,0.672798,1.110314,-0.307768
-0.128061,0.468955,1.051686,1.099458,0.587404,-0.581514,-0.297845,1.252443,-0.960481,-0.198216
1.29421,0.757887,-0.885936,-0.698857,-0.51778,-1.657393,0.331477,-0.348128,-0.926891,1.625841
-0.356788,-1.023157,-0.377764,1.379599,-0.364948,0.766051,1.127472,1.04483,0.782816,-1.77003
-0.073194,-0.349783,0.250553,0.395562,0.124573,0.874972,-1.163934,0.835181,-0.765568,0.652957
-1.731552,-1.714347,-1.576884,-0.191721,-1.013026,-0.563218,1.057432,-1.024338,-1.467452,-0.480924
-1.02498,-1.528414,-0.618567,-0.934874,-0.766469,1.309936,-1.366852,-1.721805,0.880439,1.602249
-0.526036,-0.744734,-0.155836,0.008217,-0.398857,0.475111,0.019364,-0.763984,0.697436,0.072595
-1.22043,-1.738421,-1.346255,-1.259599,-0.907718,0.597212,-0.369486,-0.170525,-0.639118,-1.7862
-1.47206,-0.554116,-0.444439,0.372903,-0.588533,0.151569,-0.776735,-1.431727,0.79939,0.278
0.151131,-0.321424,-0.886273,-1.737552,-0.888663,-0.87381,-0.431858,0.671033,-0.735297,1.203227
-0.672639,-0.314449,-1.518161,-1.454998,-0.989799,0.935769,-1.463036,1.395844,1.096745,0.663366
0.608597,1.052372,-0.370518,-0.626596,-0.360371,-1.196947,-1.029822,0.284857,-0.638172,0.850412
0.050632,-1.050245,-0.906302,-1.667355,-0.430648,0.599152,0.075492,0.00686,-1.18782,1.49077
0.57258,1.611634,-0.760352,-0.926598,-0.483952,1.038411,1.072261,-1.218738,1.638311,1.273017
-0.548287,-0.240331,-0.418744,-1.256945,-0.75711,-1.054396,0.397501,-0.932006,-1.51404,-0.816382
-0.06425,0.398946,1.505941,1.583907,0.676386,-0.104649,-0.24083,0.727398,0.633834,-0.321896
0.228629,-0.430621,-0.046395,0.296187,-0.32105,-0.08957,-0.317653,0.320886,-0.386251,1.658068
-1.552281,-1.040519,-0.79644,-0.590849,-0.649236,0.341391,0.026163,0.879655,-0.782264,-0.002053
0.886919,0.67799,0.919901,-0.008484,1.24708,0.378647,1.696244,-0.6885,0.42675,0.282323
1.442047,1.565989,1.004451,0.194547,1.323334,1.127111,0.846363,-0.540658,0.288078,-0.06387
0.475654,0.316337,-0.564115,-1.189326,-0.457295,-0.192079,-0.523614,0.256756,-0.752077,1.254243
1.363616,0.79625,0.173927,-0.276049,0.639501,-0.224656,-1.649057,-0.490986,-0.695698,-1.543908
-0.88384,-1.284951,-1.065085,0.005973,-1.098688,0.879155,-0.212838,0.285048,1.693859,1.264119
-1.971456,-1.514819,-0.679632,0.492995,-0.888872,0.360265,-1.298294,0.583117,-0.537396,-0.824392
0.429067,0.668643,-0.889088,-1.624701,-0.731328,-0.54806,0.850885,-0.716328,-0.762887,0.820171
0.106096,0.113187,0.320463,1.28406,0.058422,0.981218,0.183335,1.36062,0.217961,0.142438
0.326977,1.311079,0.109857,-1.3683,-0.043706,1.082738,1.472077,1.211394,-0.69551,-1.706125
1.856427,1.400924,-0.790053,-1.653948,-0.800779,1.355641,-1.436272,0.880216,1.255816,1.299474
-0.036862,-0.122294,-0.011386,0.313522,-0.08792,-0.187844,-0.154242,-1.71228,-0.797555,0.526157
-1.841617,-1.564305,-0.916883,1.767467,-0.517202,-0.644148,-0.931855,1.274056,0.862965,0.797846
-0.974743,-0.311555,0.610979,0.355695,0.131506,0.399403,0.705917,0.574935,-0.493299,1.241867
0.97654,0.363531,-0.226713,0.361939,-0.398087,-0.154704,1.2215,-1.426373,0.787114,-0.568991
1.020664,1.111921,-0.676825,-1.476725,-0.605465,0.593151,-0.783465,0.882941,1.7087,-0.971665
-0.010074,-0.130913,0.134131,1.133999,-0.169321,0.715706,-0.287334,0.512498,0.186431,-0.130868
-0.991188,-0.991197,-0.628977,-1.228356,-0.660234,-1.27069,-1.568195,-1.575679,1.175236,1.375249
0.573209,1.342311,-0.189502,-1.285323,-0.091217,-1.671384,0.608752,1.035959,-0.726946,-0.016184
0.994645,0.683209,-1.43739,-1.630265,-1.207467,-0.448255,-0.178807,0.534112,0.595405,1.118366
0.118204,-0.383131,-0.270584,-0.438886,-0.158552,-1.292215,0.503516,1.586095,-1.442452,0.203253
1.12194,1.327738,1.645574,0.926687,1.669717,0.461402,1.46692,-1.24451,0.777871,-1.046861
-0.196578,0.531589,1.286217,1.623878,0.490495,-0.606657,-1.426024,-1.548738,-0.145564,-0.269514
1.424215,1.607614,0.854017,0.023477,0.900978,-0.631193,1.66668,0.558719,-1.058785,1.045333
-0.244855,0.440502,-0.377611,-0.463963,-0.459542,-1.215355,0.83431,-0.752783,-0.082182,-0.093696
0.821985,0.588801,1.087756,0.798851,0.927993,0.116992,-1.073052,0.702329,0.890093,1.094921
2.133312,1.604461,0.879556,0.421689,1.58485,1.482702,-0.727813,1.023764,-1.087317,1.66452
0.947857,0.051749,0.009068,0.476164,0.028148,0.811013,0.584382,1.351732,-0.015574,-0.454986
0.891982,1.15757,0.360338,0.301094,0.450902,0.572297,-0.348564,-0.46403,0.461533,0.230978
-1.203431,-0.989689,-1.548549,-0.538415,-1.021928,0.549085,-0.844391,0.720132,1.617923,-0.895351
0.157088,0.651766,0.714387,0.438016,0.365214,1.325186,-1.199914,-1.070763,-1.478069,0.211997
-0.837862,0.197725,0.350895,0.208869,-0.308365,1.295491,-0.590432,0.681213,-0.177786,0.358023
0.102441,-0.371538,-2.041593,-1.609206,-1.559007,-0.140227,-0.089325,-0.748502,-1.032589,1.09343
0.988985,0.759014,-0.87483,-1.607053,-0.630802,-1.557606,-0.516104,-1.283034,0.266593,1.359329
1.579511,1.148673,0.863218,0.632766,1.391054,0.468144,-1.063198,1.345576,-1.085032,0.28002
0.581734,0.395506,0.805693,0.898318,0.656977,0.781711,0.622213,0.440348,0.056482,-1.331984
-1.364959,-1.5072,-0.49174,-1.055768,-0.546221,-0.673225,0.873143,1.532525,-1.309226,-0.713952
1.368018,0.833366,1.484795,1.08348,1.885024,0.729016,-1.257774,1.542539,-1.473738,1.097496
-1.874351,-1.507893,-0.913277,-0.234316,-1.057914,1.198997,1.630433,1.500252,-1.329869,-1.777609
-0.509474,-0.446044,-0.997944,-1.183095,-0.835752,-0.417653,-0.359745,0.137464,0.599342,0.248209
-0.818581,-0.576321,-0.067079,-1.002952,-0.383187,1.019522,0.523508,-0.107072,-1.09549,0.277948
-0.352236,-1.267951,-0.06409,0.980793,-0.476429,-0.319949,0.111106,0.698734,-0.379485,-1.665145
-0.48817,-0.971117,-0.376581,1.299977,-0.2749,-1.608883,0.347323,0.807855,-1.142699,0.622432
-1.00418,-0.42366,0.590593,1.768581,-0.209442,-0.885158,-0.88399,0.216748,1.535248,-1.603297
-1.406513,-1.188401,-0.432042,1.064559,-0.64574,-1.445408,-0.531245,-0.375329,0.927334,1.562031
1.395604,1.154824,2.131398,1.459464,2.894727,-1.513552,0.937161,-0.368641,-0.167648,-0.270152
-0.101979,-0.694492,0.04132,1.331938,-0.004143,1.153818,0.038664,0.619228,-0.790151,-1.068212
-0.719415,-0.032246,-0.382009,-0.417439,-0.800153,-0.334743,-1.586277,-0.111414,-0.301702,1.117185
-1.584695,-1.276154,-0.760896,-0.664111,-0.755916,1.13818,-1.092314,-0.792614,-0.97389,-0.917672
-1.062637,-1.685496,-1.313889,1.251306,-1.151594,-1.202063,-1.548963,0.054527,1.319046,-0.700271
0.647097,-0.087712,0.272022,1.19617,0.344667,-1.117085,-0.848926,0.588553,0.288202,-0.63537
0.520188,0.813197,0.482286,0.085278,0.416358,-1.071025,0.596024,-0.472366,-0.764241,-1.670709
0.864604,1.369102,0.073403,-0.001776,0.171309,-0.740222,1.189117,-0.120029,-0.477177,-0.317534
0.745813,0.690105,0.973051,1.167765,0.994836,-0.219871,-0.839479,-1.775892,-1.164045,-0.202107
0.761812,1.223438,-0.73598,-1.243499,-0.628764,-0.798199,-0.148414,0.809384,0.242841,-0.963007
0.984151,0.808806,-0.59977,-0.876238,-0.451812,-0.428315,0.102391,-0.404053,-1.141814,-0.714249
0.629034,-0.035569,-0.377928,-0.340788,-0.551077,-0.798732,1.029976,1.524345,1.135566,-0.361526
-1.960939,-1.717761,-2.009081,0.284488,-0.82624,-0.342516,0.196486,-1.477301,-0.830317,0.832402
1.338734,0.821038,-1.127983,-1.497008,-0.909081,1.363497,-0.113444,-0.809217,1.460996,-0.066881
-1.359678,-1.046361,-1.0218,-0.480895,-0.965941,-1.113586,0.371533,0.744863,-1.42182,-1.634671
0.223582,-0.593108,-0.355518,-0.306689,-0.267791,1.163513,1.134988,-0.55068,0.833765,-0.506979
-1.064993,-0.98455,-0.146489,0.694816,-0.507006,-0.578237,0.791668,1.124054,-0.133475,0.745322
-1.400921,-0.875432,-1.107108,-1.580654,-0.877759,0.899998,0.965159,1.008987,0.65233,-1.551436
0.282951,0.567697,0.398946,0.640154,0.194867,1.112477,1.552835,1.560587,0.044924,0.09797
-0.013583,0.20935,0.809791,0.652933,0.76901,0.046851,-0.068901,0.785185,-0.014072,1.477514
-0.0589,0.678005,0.890507,0.884917,0.420092,1.445106,-0.215808,-0.487866,-1.40478,-0.113363
-1.542475,-1.354913,-1.347359,-1.308616,-0.86119,-1.529999,0.746775,0.548646,1.551645,0.339497
-0.050319,-0.711251,-0.719457,0.771174,-0.499648,-0.727476,0.221862,-0.136219,-1.439414,0.941693
0.732146,1.432648,1.889497,1.089287,1.514049,0.084085,-0.879772,1.49378,-0.833512,-0.555331
0.638294,1.164158,-0.610401,-1.570429,-0.622521,-0.674114,0.792185,-0.539441,0.773476,1.234953
-0.864924,-1.009024,-0.53602,-0.733848,-0.492037,-0.039099,-1.301376,1.300516,-1.45256,-0.012784
-1.195241,-1.506471,-0.581174,0.57666,-0.593547,-1.41433,-0.767647,-1.149103,0.841902,-0.818158
-1.159495,-0.453666,-0.052003,0.827312,-0.69356,0.71779,1.458696,0.309899,-0.411554,-1.781599
0.141413,0.503425,0.97971,1.619161,0.591787,0.193226,-1.644547,-1.579141,-1.299155,0.101951
-0.663948,0.332963,1.196739,0.641273,0.284316,-1.185238,1.065718,0.290816,0.059122,-0.226427
0.614544,0.983778,-0.487895,-1.165159,-0.456797,-1.329258,1.175266,-0.128037,-1.239618,-0.356636
1.28777,1.594372,-0.053468,-1.189023,0.191525,0.173639,-0.266657,1.432888,0.835998,-1.304762
-0.855177,-1.137445,-0.536757,0.584062,-0.395118,1.540098,1.388458,0.08129,-1.040018,-1.660658
0.206348,-0.139213,-0.510218,-0.886323,-0.47906,0.787673,-0.130719,-0.479857,1.29641,0.436716
-0.011644,0.181597,0.764601,1.539825,0.430396,-1.55587,-0.765249,-1.645054,1.175003,-1.205845
-0.988879,-1.527883,-1.327656,0.507261,-0.902485,1.031086,1.269256,1.249646,-1.575,0.723977
-2.008334,-1.293571,-0.120597,0.691578,-0.864685,-1.505745,1.350153,1.440169,-0.924366,1.555862
1.736682,1.643262,0.065342,-0.852964,0.399084,-1.558135,-0.370469,-0.731647,1.566709,-1.179686
-0.520761,-0.961951,-0.972833,-1.626846,-1.225724,0.925283,1.493373,1.141666,1.362366,1.172551
0.127772,-0.548915,0.260632,1.075849,-0.25788,-1.124311,-1.187457,0.489892,-1.251527,-0.52409
-1.217717,-0.973348,0.405481,1.128132,-0.271687,-1.585452,0.07482,1.054876,-0.914212,0.39556
0.943349,1.045273,-0.344107,-0.474466,-0.046244,-1.507361,0.819004,-0.244387,-0.991978,-0.438611
-0.376904,-1.180185,-0.470114,0.966972,-0.392866,-0.318762,-1.432533,-1.534983,-0.40578,-0.080193
-0.286231,0.261581,0.729427,0.512683,-0.01107,-0.327334,0.255973,0.715442,-0.494191,-0.39364
-0.343345,0.060074,0.285592,1.16081,-0.136063,1.32832,-0.389239,-0.071859,0.400322,0.766881
-0.480759,0.142825,1.504586,1.539902,0.303802,-1.498972,-0.693182,0.955938,-1.155403,-1.433824
0.560763,1.133972,2.252942,1.229945,1.758789,-0.5258,0.604642,1.548146,-1.370016,0.932207
0.42883,-0.747874,-0.713121,-1.20596,-0.4589,0.974435,1.683463,-0.155792,0.57924,1.658984
-2.092111,-1.407337,-0.73978,1.469729,-0.915535,1.040442,0.991563,0.119577,-0.189769,-1.746778
-1.474404,-1.125519,-1.081535,-1.251886,-1.008077,1.041001,0.2017,0.170638,1.177004,0.520665
-0.697282,-0.785481,-0.029639,0.035256,-0.313174,1.117959,-0.209559,1.111717,1.071837,1.041017
0.874528,0.837644,1.626366,0.310484,1.279713,1.339878,-0.885739,-0.745323,-1.366102,-0.425099
0.001477,0.233814,-0.22393,0.032524,-0.605236,1.590975,1.665213,-1.234074,-1.363437,-0.119831
0.395874,-0.150676,0.012869,0.482275,0.279824,1.285746,-0.448948,-1.694102,1.358599,-1.757893
1.058999,1.023994,0.862332,0.035992,1.150381,1.358034,-0.274049,-1.358076,-0.895488,0.238984
0.610978,0.698689,1.068678,0.627972,1.000363,0.265289,1.695195,1.429198,-0.445365,0.51246
-1.655038,-1.660693,-1.41261,-1.701223,-1.267678,1.567849,1.160658,-1.501664,-0.107387,0.272972
-2.257495,-1.663819,-0.368071,-0.291401,-1.04868,0.40465,0.671506,-1.236234,-0.974724,1.281733
-0.852766,-1.152293,-1.210492,-0.530829,-0.459467,0.988754,-0.09788,1.185865,-0.807753,-0.615928
0.00896,-0.176415,-0.113235,-0.403047,-0.195967,0.130509,1.17705,1.079895,1.622558,0.510783
2.095072,1.339144,2.910452,1.771189,4.075531,-1.290729,-0.530473,0.968189,0.858851,-0.573005
1.210001,1.216701,1.724282,1.096124,1.919404,1.296432,-1.070395,1.453959,-1.055476,0.953769
0.467301,-0.27274,-0.126374,-0.566171,0.126574,-1.215215,0.826311,0.865884,0.897957,1.446641
-0.038027,-0.219784,1.333633,1.58871,0.864837,0.158831,0.21971,1.561198,1.413287,0.614602
0.143911,-0.234066,-0.504671,-1.148175,-0.302739,0.475489,-1.512161,1.076963,-0.524224,-1.628697
-0.845183,-0.403048,-0.219451,0.334347,-0.520939,-0.222374,0.863933,-0.167697,0.111117,-1.572163
-0.081312,-0.284711,-0.079148,1.214684,-0.272348,1.150718,-1.264051,-1.268258,-1.493182,0.993055
-0.116284,0.413817,-0.058376,0.194041,-0.392394,0.893421,0.6057,-1.479131,-0.964342,-1.398739
0.056834,-0.546603,0.548903,1.820711,0.141268,0.706426,0.762139,1.260867,-1.208328,-1.381577
0.420221,0.176305,-1.245565,-0.255375,-0.848428,0.999875,0.568871,-1.756671,0.951202,1.123682
0.890621,0.644296,0.758765,0.452838,0.628807,-0.360387,1.238137,0.720665,0.963805,1.595724
-1.353518,-0.625918,0.075441,1.189902,-0.481555,0.863141,-0.821191,0.520466,-1.353401,1.09243
-0.957051,-1.218389,-0.443095,0.75604,-0.799683,-1.406507,1.269512,0.276122,1.181064,-0.432233
-0.100492,0.254567,-1.00141,-1.719961,-0.673045,-0.82807,-0.446822,-0.629637,-1.376682,0.204476
0.035168,0.992285,0.453,-0.295019,0.383602,1.475227,0.373846,-0.967048,0.564604,1.646957
-0.601665,-1.038511,-0.630261,0.380738,-0.797582,1.45205,1.411165,1.027436,1.079221,-0.017854
-0.957051,-1.120469,-1.107923,-1.404453,-0.907682,0.856159,1.184108,1.296055,1.231585,-0.621812
0.840489,1.31919,0.898754,0.150689,0.755853,0.391323,-0.439203,0.713023,-1.18698,-0.555275
0.949126,0.48289,-0.643071,-1.216456,-0.512273,1.001405,0.552567,0.092716,1.369172,-1.648072
1.858516,1.400715,1.448457,0.980305,2.220609,1.142722,-0.156514,1.408459,-1.39972,0.26961
1.2899,1.285778,2.393395,1.587981,2.687234,0.618174,0.797177,1.559574,-0.165191,-1.331126
-1.833319,-1.179008,-1.285388,-0.991621,-0.963967,0.706717,-0.433118,0.026937,0.414123,0.13843
-0.16893,0.640342,0.050456,-0.690749,-0.167706,0.44579,-1.163723,0.756942,-0.014956,-1.797228
0.122215,-0.588893,-1.231624,0.164163,-1.495305,-1.241694,-0.574326,0.733364,0.780523,-1.696819
-1.240773,-1.022066,0.065219,0.373385,-0.643172,-1.291911,-1.281038,0.68515,-0.143204,1.258073
0.01671,-0.448324,0.582347,1.718238,0.602365,0.713083,1.340064,-0.016138,0.526454,-0.097016
1.350224,0.740444,0.62657,0.773818,0.909815,0.347309,-0.035729,0.202722,1.346192,-0.754039
-0.648366,-0.141703,-0.343768,-0.348742,-0.438356,-0.033546,0.587493,-0.300125,1.241069,-0.896311
0.996105,0.201716,-0.745654,-0.567313,-0.734443,-0.119325,-0.11699,1.353579,-0.192867,1.080041
-0.431953,-0.390715,-0.883289,-1.54169,-0.498789,-0.359665,0.463668,0.203554,0.636661,1.390276
-1.128516,-0.534286,-1.340437,-0.287634,-0.996568,-1.645305,-0.681159,-1.221566,-1.599985,-0.68659
-0.794664,-0.533229,-0.10337,-0.329895,-0.43042,-0.392173,-0.129162,0.649231,1.60809,0.90977
2.009096,1.462585,0.978943,0.534358,1.771622,-0.744315,1.016638,-0.659872,1.200666,-1.165035
1.14314,0.829473,-0.107028,-0.266453,0.027232,-0.576103,-0.914012,0.480248,-0.360283,-1.098651
-1.345877,-1.656144,-1.133906,-0.025974,-0.901294,-0.756571,-1.27664,-0.07802,0.060979,-0.028922
0.853448,1.309915,-0.220234,-1.473107,0.07384,-0.504437,0.072503,0.844192,0.130641,0.234551
0.084587,-0.691608,-0.806244,-0.912952,-0.581094,-0.490105,1.699838,0.526267,0.654981,1.09041
1.814684,1.543803,2.134056,1.428019,2.736792,-1.250938,-0.870738,-1.068289,-1.41935,-0.453577
0.075972,-0.122872,-0.380044,-1.07948,-0.398973,0.105487,-1.359795,0.170887,0.495915,1.252762
-0.540564,-0.981777,-0.928175,-0.485725,-0.987715,1.542643,1.540453,-0.17675,-0.22458,-1.434537
-1.593775,-1.454022,-0.535325,-0.57539,-0.981502,-1.429775,-1.65883,1.388973,-1.116536,1.333976
-0.113645,-0.156911,0.013454,1.454801,-0.327456,0.903482,1.34371,1.185165,1.501967,0.323658
-0.637917,-1.465797,-0.917905,-0.29421,-0.817121,-0.741293,-0.861677,-0.870955,-0.550785,0.043581
-0.37326,-1.20948,-0.52985,-0.304346,-0.59276,-0.783768,1.387285,-1.85148,-0.620029,-0.099727
1.297051,1.48696,0.0986,-0.126516,0.234195,1.516909,1.697892,0.966467,1.427497,-0.021206
-0.309632,-1.174489,-0.846287,-0.826938,-0.690174,0.091904,-1.199889,1.588521,1.484393,-1.056536
0.286849,-0.62965,-0.009319,0.611416,-0.047207,-0.653315,1.658704,0.074836,-1.117679,-1.403574
-1.355788,-1.71,-1.447959,-0.489175,-1.070172,1.393205,1.184218,-1.842672,-1.357128,1.236869
-0.543626,-1.161493,-0.197613,-1.64146,-0.384427,1.494329,-0.910117,0.849231,-0.879633,-1.683128
-0.699668,-1.200138,-1.633055,-0.482662,-1.200762,-0.725395,-1.635041,-0.809838,1.120442,-0.765582
1.945785,1.456853,0.399389,-0.047987,0.83037,-0.245636,0.892613,-1.781589,-0.892021,1.234307
-1.422136,-1.697368,-0.291643,1.1647,-0.535572,-0.389792,0.430817,-0.661368,0.908816,1.241084
1.356417,0.900731,1.274561,0.944469,1.80101,1.237022,-1.481415,1.272844,-0.335674,0.850779
1.498755,0.816711,1.015332,0.580097,1.379572,-0.88221,-0.032589,-1.070374,0.213257,0.064675
0.933522,1.340946,1.394763,0.39487,1.461559,1.188167,0.501067,-1.262064,-0.108013,-1.229567
-0.377835,-0.023157,0.105512,0.196912,0.067378,0.522523,-0.057889,-1.761475,-1.634294,0.963253
-0.269043,-0.618397,0.22493,-0.186029,-0.09197,0.213445,1.237999,0.748707,0.584338,0.566858
0.262499,0.345995,0.425076,0.07547,0.657611,0.325386,1.576835,-0.035468,0.816322,0.411244
-1.98518,-1.680387,-1.021887,-0.455532,-0.859624,-1.165384,1.060165,0.753935,-0.347478,-0.648261
-0.731837,-0.111222,-0.144671,-0.742913,-0.269833,-1.148827,0.696527,0.857645,-0.373292,-0.487404
-0.997237,-0.437487,-0.115916,0.947789,-0.424459,-0.955039,-1.609754,-0.315868,0.075368,0.572917
-1.763834,-1.116968,-0.306674,-1.493901,-0.638202,0.76628,1.252617,0.63607,-0.215558,1.24483
1.293259,1.212704,-0.477543,-0.842694,-0.164882,-1.548464,-1.343181,-1.105701,1.259011,1.56576
1.151004,0.489389,-0.279096,0.09752,-0.124543,0.27962,-1.361567,1.420759,-0.748225,1.090151
0.784157,1.465936,-0.276172,-0.895602,0.024752,-0.332504,0.363659,0.327871,-1.00566,-1.546287
0.171961,0.204271,0.082122,0.484335,0.02768,1.369202,-0.161251,-0.788345,0.15641,0.486962
0.013578,-0.853631,-1.538264,-0.607769,-1.046802,-1.319086,-1.564064,-0.087709,-1.235797,-1.407997
-0.13262,-0.552323,-0.936477,-0.296105,-0.776099,0.429841,-0.737923,-0.905056,0.892052,0.366853
0.882033,0.329843,1.155504,1.441461,0.961714,1.603407,-1.344781,-1.80414,-1.147232,1.536281
0.285716,0.857216,1.122849,0.831979,1.027244,-0.128389,1.423004,-0.777497,-0.953292,-0.556138
0.580689,1.247668,-0.617417,-1.473462,-0.086635,1.183684,1.086913,1.034903,-0.844023,1.575113
1.205844,0.820215,-0.647599,-1.441372,-0.36336,-0.286508,-0.992089,0.565483,1.092036,0.96178
-0.979647,-1.449767,-1.093835,-1.148401,-0.898184,-0.214492,1.442779,-0.846577,-0.936026,0.236317
0.524766,0.453924,0.459566,-0.033952,0.388096,-0.084985,0.931428,1.449754,-0.861209,-0.79826
0.322854,1.288643,0.209383,-1.385455,0.237856,-0.036729,-1.117916,-1.109411,0.889553,-0.416984
0.537646,0.599059,0.243351,0.093565,0.072084,-0.336743,1.117815,0.924267,-1.463426,1.638182
-0.528827,-0.113399,0.896461,1.405601,0.004,-1.36729,1.33768,-0.493462,1.477803,1.456946
-0.321338,0.480333,-1.032417,-0.957035,-1.081581,-1.602249,1.670478,-0.406171,1.544095,-1.008897
-0.822729,-0.11859,0.414765,1.555924,0.413218,1.228889,-0.17492,-0.810374,-0.9271,1.599359
0.365498,1.050712,1.777654,1.137905,1.275562,-0.769166,-0.71331,0.316179,0.140309,-0.976387
-0.810828,-1.528588,-1.09391,0.374872,-0.601828,0.460395,0.224109,0.694046,-0.633195,-1.11293
-1.149479,-1.571808,-0.964699,0.74666,-0.927504,0.460594,0.34432,-1.132437,1.130537,-1.439123
